Alcohol,MalicAcid,Ash,AlcalinityOfAsh,Magnesium,TotalPhenols,flavanoids,NonflavanoidsPhenols,Proanthocyanins,ColorIntensity,Hue,OD280/OD315,Proline,Class
0.5725806451612905,0.32015810276679846,0.7005347593582886,0.44692737430167606,0.3827160493827161,0.7024793388429751,0.6008676789587852,0.30769230769230765,0.9999999999999999,0.34991119005328597,0.4471544715447155,0.6959706959706959,0.6373626373626373,0.0
0.8521505376344085,0.20158102766798422,0.5828877005347594,0.25698324022346364,0.5185185185185185,0.8966942148760331,0.6334056399132321,0.38461538461538464,0.6485355648535565,0.44493783303730017,0.4634146341463415,0.5787545787545789,0.8315018315018314,0.0
0.8145161290322585,0.2786561264822135,0.6684491978609625,0.3910614525139666,0.6296296296296297,0.6198347107438016,0.44251626898047713,0.3269230769230769,0.34728033472803344,0.29396092362344584,0.47154471544715454,0.8461538461538463,0.7179487179487178,0.0
0.760752688172043,0.12055335968379452,0.4866310160427806,0.3016759776536313,0.3456790123456791,0.7768595041322315,0.5813449023861171,0.1538461538461538,0.5983263598326359,0.48667850799289514,0.4308943089430895,0.8351648351648351,0.5347985347985347,0.0
0.8306451612903225,0.14624505928853757,0.5133689839572192,0.34636871508379896,0.3086419753086419,0.4545454545454546,0.42516268980477223,0.23076923076923078,0.4811715481171548,0.2895204262877442,0.5609756097560976,0.5677655677655677,0.7069597069597069,0.0
0.731182795698925,0.1956521739130435,0.5614973262032085,0.3016759776536313,0.23456790123456794,0.6198347107438016,0.49674620390455526,0.2884615384615384,0.5815899581589958,0.34280639431616344,0.5447154471544715,0.5970695970695972,0.7362637362637363,0.0
1.0,0.1956521739130435,0.5508021390374332,0.04469273743016766,0.2592592592592592,0.8264462809917357,0.6984815618221257,0.5576923076923077,0.9999999999999999,0.32504440497335707,0.6260162601626016,0.5347985347985347,0.6117216117216118,0.0
0.8790322580645165,0.233201581027668,0.7272727272727274,0.5251396648044694,0.6172839506172839,0.7024793388429751,0.579175704989154,0.36538461538461536,0.6485355648535565,0.39609236234458256,0.4796747967479676,0.5054945054945055,0.7069597069597069,0.0
0.849462365591398,0.16798418972332022,0.5989304812834223,0.3296089385474861,0.4691358024691358,0.909090909090909,0.7505422993492408,0.3461538461538461,0.602510460251046,0.6181172291296625,0.6097560975609757,0.5677655677655677,1.0,0.0
0.510752688172043,0.6047430830039526,0.6898395721925134,0.44692737430167606,0.3950617283950616,0.5413223140495869,0.42082429501084595,0.2115384615384615,0.6527196652719665,0.24511545293072826,0.4471544715447155,0.8241758241758241,0.3333333333333333,0.0
0.720430107526882,0.2213438735177866,0.5347593582887699,0.3351955307262571,0.3827160493827161,0.6239669421487604,0.5227765726681127,0.25000000000000006,0.5313807531380752,0.18294849023090584,0.5121951219512195,1.0,0.5274725274725274,0.0
0.663978494623656,0.2114624505928854,0.6684491978609625,0.5251396648044694,0.32098765432098764,0.5909090909090908,0.46420824295010843,0.2692307692307692,0.5188284518828451,0.15808170515097694,0.5203252032520327,0.9340659340659341,0.3882783882783883,0.0
0.5430107526881724,0.258893280632411,0.9946524064171124,0.8044692737430169,0.6666666666666666,0.6322314049586777,0.47939262472885036,0.6346153846153846,0.6276150627615062,0.16341030195381887,0.5284552845528454,0.7069597069597071,0.3772893772893772,0.0
0.7634408602150535,0.22924901185770755,0.7700534759358287,0.4916201117318436,0.45679012345679004,0.7644628099173554,0.5422993492407809,0.44230769230769224,0.5606694560669455,0.24511545293072826,0.6260162601626016,0.7802197802197801,0.4395604395604395,0.0
0.7258064516129035,0.15019762845849807,0.716577540106952,0.664804469273743,0.3827160493827161,0.7851239669421488,0.6030368763557483,0.2884615384615384,0.8200836820083681,0.3516873889875666,0.5772357723577235,0.5274725274725274,0.7106227106227105,0.0
0.7123655913978495,0.2154150197628459,0.5347593582887699,0.3687150837988826,0.41975308641975306,0.5454545454545454,0.48156182212581344,0.5384615384615383,0.6485355648535565,0.18650088809946716,0.6097560975609757,0.5860805860805862,0.49450549450549447,0.0
0.6397849462365595,0.6126482213438735,0.4064171122994652,0.45810055865921784,0.24691358024691368,0.5578512396694215,0.47939262472885036,0.25000000000000006,0.44351464435146437,0.22557726465364122,0.3495934959349594,0.6336996336996337,0.5274725274725274,0.0
0.766129032258065,0.22727272727272727,0.657754010695187,0.24581005586592175,0.3827160493827161,0.8884297520661157,0.6702819956616052,0.05769230769230771,0.5355648535564853,0.327708703374778,0.3252032520325204,0.838827838827839,0.5714285714285714,0.0
0.5940860215053765,0.6403162055335969,0.49732620320855603,0.3854748603351955,0.40740740740740733,0.6363636363636365,0.4685466377440347,0.3461538461538461,0.5188284518828451,0.2326820603907638,0.2764227642276423,0.6336996336996337,0.2673992673992674,0.0
