Alcohol,MalicAcid,Ash,AlcalinityOfAsh,Magnesium,TotalPhenols,flavanoids,NonflavanoidsPhenols,Proanthocyanins,ColorIntensity,Hue,OD280/OD315,Proline,Class
0.5833333333333335,0.20553359683794467,0.4193548387096775,0.030927835051546393,0.37037037037037035,0.5575539568345323,0.661849710982659,0.23076923076923078,0.2744479495268139,0.26450511945392485,0.4634146341463415,0.8729508196721312,0.5506419400855921,0.0
0.760752688172043,0.12055335968379452,0.489247311827957,0.27835051546391754,0.3456790123456791,0.6762589928057555,0.7745664739884394,0.1538461538461538,0.4542586750788644,0.5068259385665529,0.4308943089430895,0.9344262295081966,0.5470756062767476,0.0
0.8306451612903225,0.14624505928853757,0.5161290322580643,0.31958762886597947,0.3086419753086419,0.39568345323741017,0.5664739884393064,0.23076923076923078,0.3659305993690852,0.31740614334470985,0.5609756097560976,0.6352459016393444,0.7146932952924394,0.0
0.731182795698925,0.1956521739130435,0.564516129032258,0.27835051546391754,0.23456790123456794,0.5395683453237411,0.661849710982659,0.2884615384615384,0.44164037854889593,0.3686006825938566,0.5447154471544715,0.668032786885246,0.7432239657631955,0.0
1.0,0.1956521739130435,0.553763440860215,0.04123711340206182,0.2592592592592592,0.7194244604316548,0.930635838150289,0.5576923076923077,0.7570977917981072,0.3515358361774744,0.6260162601626016,0.598360655737705,0.6219686162624822,0.0
0.9005376344086025,0.22332015810276687,0.5483870967741935,0.07216494845360821,0.3950617283950616,0.7913669064748202,0.9161849710982659,0.2884615384615384,0.804416403785489,0.5307167235494881,0.5853658536585367,0.709016393442623,0.9051355206847361,0.0
0.698924731182796,0.2114624505928854,0.7204301075268817,0.3402061855670103,0.5185185185185185,0.6294964028776978,0.7052023121387284,0.30769230769230765,0.3312302839116719,0.5136518771331058,0.6504065040650406,0.6598360655737705,0.7360912981455064,0.0
0.849462365591398,0.16798418972332022,0.6021505376344085,0.3041237113402062,0.4691358024691358,0.7913669064748202,1.0000000000000002,0.3461538461538461,0.4574132492113565,0.6331058020477814,0.6097560975609757,0.6352459016393444,1.0,0.0
0.8145161290322585,0.17588932806324112,0.4946236559139783,0.27835051546391754,0.6913580246913579,0.683453237410072,0.7803468208092486,0.19230769230769224,0.5331230283911672,0.37286689419795227,0.4959349593495936,1.0,0.35805991440798857,0.0
0.5430107526881724,0.258893280632411,1.0,0.7422680412371134,0.6666666666666666,0.5503597122302158,0.638728323699422,0.6346153846153846,0.4763406940063091,0.1962457337883959,0.5284552845528454,0.7909836065573772,0.3937232524964337,0.0
0.634408602150538,0.20355731225296445,0.6774193548387095,0.28350515463917536,0.28395061728395066,0.6294964028776978,0.7138728323699423,0.38461538461538464,0.32807570977917977,0.30034129692832756,0.35772357723577236,0.7991803278688525,0.6540656205420827,0.0
0.7634408602150535,0.22924901185770755,0.7741935483870965,0.45360824742268036,0.45679012345679004,0.6654676258992808,0.7225433526011562,0.44230769230769224,0.42586750788643535,0.27474402730375425,0.6260162601626016,0.8729508196721312,0.4543509272467904,0.0
