Alcohol,MalicAcid,Ash,AlcalinityOfAsh,Magnesium,TotalPhenols,flavanoids,NonflavanoidsPhenols,Proanthocyanins,ColorIntensity,Hue,OD280/OD315,Proline,Class
0.9523809523809526,0.19169960474308304,0.4326241134751774,0.18181818181818177,0.5833333333333334,0.5731225296442687,0.561822125813449,0.3125000000000001,0.5917721518987342,0.45798319327731085,0.45528455284552855,0.9706959706959706,0.5393258426966292,0.0
0.6339285714285712,0.32015810276679846,0.602836879432624,0.3522727272727273,0.27380952380952384,0.5731225296442687,0.6008676789587852,0.35416666666666663,0.7563291139240507,0.46218487394957974,0.4471544715447155,0.6959706959706959,0.6292134831460674,0.0
0.6577380952380949,0.36561264822134387,0.7446808510638296,0.48863636363636354,0.47619047619047616,0.5731225296442687,0.48156182212581344,0.5416666666666667,0.4430379746835443,0.31932773109243695,0.45528455284552855,0.6080586080586081,0.29213483146067415,0.0
0.9434523809523805,0.20158102766798422,0.44680851063829796,0.15909090909090895,0.40476190476190477,0.758893280632411,0.6334056399132321,0.4375000000000001,0.49050632911392394,0.5745798319327731,0.4634146341463415,0.5787545787545789,0.8277153558052435,0.0
1.0,0.22332015810276687,0.44680851063829796,0.12499999999999989,0.2142857142857143,0.4545454545454545,0.44468546637744033,0.35416666666666663,0.4936708860759493,0.41701680672268904,0.43902439024390244,0.8461538461538463,0.7078651685393258,0.0
0.9196428571428568,0.14624505928853757,0.35460992907801403,0.25,0.20238095238095244,0.3359683794466404,0.42516268980477223,0.27083333333333337,0.3639240506329114,0.39075630252100835,0.5609756097560976,0.5677655677655677,0.7003745318352059,0.0
0.8095238095238093,0.1956521739130435,0.4184397163120568,0.20454545454545447,0.13095238095238104,0.4940711462450592,0.49674620390455526,0.33333333333333326,0.43987341772151894,0.45378151260504196,0.5447154471544715,0.5970695970695972,0.7303370786516854,0.0
0.9732142857142856,0.233201581027668,0.6382978723404256,0.43181818181818166,0.4999999999999999,0.5731225296442687,0.579175704989154,0.41666666666666674,0.49050632911392394,0.5168067226890756,0.4796747967479676,0.5054945054945055,0.7003745318352059,0.0
0.833333333333333,0.1640316205533597,0.5673758865248228,0.43181818181818166,0.4404761904761906,0.6324110671936759,0.6355748373101952,0.5625000000000001,0.41139240506329106,0.5588235294117646,0.5284552845528454,0.4761904761904761,0.5880149812734083,0.0
0.9404761904761898,0.16798418972332022,0.46808510638297873,0.23295454545454541,0.3571428571428571,0.7707509881422924,0.7505422993492408,0.39583333333333337,0.4556962025316455,0.7794117647058822,0.6097560975609757,0.5677655677655677,1.0,0.0
0.9017857142857144,0.17588932806324112,0.32624113475177285,0.20454545454545447,0.5714285714285715,0.6521739130434784,0.5856832971800433,0.22916666666666663,0.5316455696202531,0.4590336134453782,0.4959349593495936,0.8937728937728937,0.32584269662921345,0.0
