Alcohol,MalicAcid,Ash,AlcalinityOfAsh,Magnesium,TotalPhenols,flavanoids,NonflavanoidsPhenols,Proanthocyanins,ColorIntensity,Hue,OD280/OD315,Proline,Class
0.5725806451612905,0.3299389002036659,0.6339869281045751,0.3870967741935485,0.3369565217391305,0.716535433070866,0.6118143459915611,0.30769230769230765,0.8362369337979094,0.3754266211604095,0.41379310344827586,0.6937269372693726,0.7362012987012988,0.0
0.760752688172043,0.12423625254582485,0.37254901960784315,0.24731182795698925,0.30434782608695665,0.7874015748031495,0.5928270042194091,0.1538461538461538,0.5017421602787457,0.5068259385665529,0.396551724137931,0.8339483394833949,0.6225649350649352,0.0
0.8306451612903225,0.15071283095723012,0.40522875816993453,0.29032258064516137,0.2717391304347826,0.4803149606299213,0.44092827004219404,0.23076923076923078,0.4041811846689896,0.31740614334470985,0.5344827586206895,0.5645756457564575,0.8133116883116884,0.0
1.0,0.20162932790224034,0.4509803921568627,0.0,0.2282608695652174,0.8346456692913384,0.7067510548523206,0.5576923076923077,0.8362369337979094,0.3515358361774744,0.603448275862069,0.5313653136531364,0.7077922077922079,0.0
0.752688172043011,0.1690427698574338,0.6013071895424837,0.4623655913978495,0.48913043478260876,0.7755905511811023,0.6455696202531644,0.49999999999999994,0.45644599303135897,0.4539249146757679,0.49999999999999994,0.4723247232472324,0.6915584415584416,0.0
0.7016129032258065,0.4806517311608961,0.5620915032679739,0.20430107526881713,0.5000000000000001,0.6771653543307086,0.5675105485232066,0.05769230769230771,0.4355400696864112,0.325938566552901,0.3534482758620689,0.7638376383763836,0.4602272727272728,0.0
0.8145161290322585,0.18126272912423622,0.3790849673202612,0.24731182795698925,0.608695652173913,0.795275590551181,0.5970464135021096,0.19230769230769224,0.5888501742160279,0.37286689419795227,0.46551724137931044,0.8929889298892988,0.40746753246753253,0.0
0.720430107526882,0.22810590631364566,0.43137254901960764,0.27956989247311836,0.3369565217391305,0.6417322834645669,0.5358649789029535,0.25000000000000006,0.4459930313588851,0.21501706484641633,0.4827586206896553,1.0,0.614448051948052,0.0
0.489247311827957,0.17515274949083506,0.5359477124183007,0.34408602150537637,0.2717391304347826,0.5905511811023622,0.42827004219409276,0.23076923076923078,0.3658536585365854,0.22610921501706485,0.46551724137931044,0.8634686346863467,0.5982142857142858,0.0
0.634408602150538,0.20977596741344198,0.6013071895424837,0.25268817204301086,0.2500000000000001,0.7362204724409449,0.5485232067510548,0.38461538461538464,0.36236933797909415,0.30034129692832756,0.3189655172413794,0.7121771217712178,0.7443181818181819,0.0
0.610215053763441,0.1995926680244399,0.2875816993464053,0.30107526881720426,0.26086956521739124,0.5590551181102361,0.390295358649789,0.25000000000000006,0.32752613240418127,0.22781569965870305,0.4051724137931035,0.5461254612546125,0.8173701298701299,0.0
0.7634408602150535,0.23625254582484725,0.718954248366013,0.43010752688172027,0.4021739130434784,0.7755905511811023,0.5548523206751055,0.44230769230769224,0.4703832752613241,0.27474402730375425,0.603448275862069,0.7785977859778597,0.5170454545454546,0.0
0.7258064516129035,0.15478615071283094,0.6535947712418302,0.596774193548387,0.3369565217391305,0.795275590551181,0.6139240506329113,0.2884615384615384,0.6864111498257841,0.37713310580204773,0.5517241379310345,0.5239852398523985,0.8173701298701299,0.0
0.6048387096774195,0.18329938900203666,0.7450980392156861,0.22043010752688175,0.4347826086956522,0.6377952755905512,0.49367088607594933,0.38461538461538464,0.33101045296167253,0.2832764505119454,0.46551724137931044,0.5498154981549814,0.48863636363636365,0.0
0.6397849462365595,0.6313645621181262,0.27450980392156876,0.3978494623655915,0.21739130434782616,0.5787401574803149,0.49367088607594933,0.25000000000000006,0.37282229965156793,0.2559726962457338,0.3103448275862069,0.6309963099630997,0.614448051948052,0.0
0.8548387096774195,0.6720977596741344,0.4836601307189541,0.40322580645161277,0.44565217391304357,0.7362204724409449,0.48734177215189867,0.30769230769230765,0.29268292682926833,0.33788395904436863,0.2758620689655172,0.7527675276752768,0.650974025974026,0.0
