RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,TypeGlass
0.3177142857142883,0.5082706766917293,0.906789413118527,0.3348891481913652,0.5943691345151176,0.105,0.32505643340857804,0.0,0.0,0.0
0.5428571428571445,0.7864661654135339,0.9792865362485617,0.06534422403733955,0.3649635036496335,0.018,0.4345372460496614,0.0,0.0,0.0
0.48571428571428044,0.6691729323308269,0.9205983889528194,0.3022170361726954,0.40041710114702767,0.014,0.4164785553047404,0.0,0.0,0.0
0.33257142857142696,0.5609022556390979,0.8918296892980438,0.4072345390898483,0.5265901981230456,0.09499999999999999,0.3148984198645598,0.0,0.0,0.0
0.3851428571428528,0.6451127819548876,0.8584579976985042,0.34189031505250866,0.42231491136600496,0.09499999999999999,0.3645598194130927,0.0,0.0,0.0
0.04228571428571115,0.511278195488722,0.8895281933256617,0.3022170361726954,0.5901981230448374,0.09999999999999999,0.3058690744920993,0.0,0.30999999999999994,0.0
0.32799999999998875,0.44060150375939866,0.9401611047180668,0.31621936989498245,0.6141814389989566,0.098,0.3431151241534989,0.0,0.0,0.0
0.34742857142856565,0.48421052631578965,0.8918296892980438,0.36406067677946324,0.5849843587069845,0.09699999999999999,0.3148984198645598,0.0,0.0,0.0
0.39542857142856747,0.8337384815422015,0.9171461449942464,0.3920653442240373,0.42231491136600496,0.08999999999999998,0.30135440180586914,0.0,0.0,0.0
0.3165714285714216,0.467669172932331,0.9378596087456847,0.35589264877479576,0.5954118873826886,0.09699999999999999,0.3284424379232507,0.0,0.0,0.0
0.31085714285714516,0.4706766917293237,0.9148446490218642,0.3850641773628938,0.5974973931178305,0.09999999999999999,0.3318284424379232,0.0,0.0,0.0
0.33257142857142696,0.46616541353383445,0.897583429228999,0.3022170361726954,0.5995828988529706,0.103,0.34988713318284426,0.0,0.0,0.0
0.5119999999999862,0.5248120300751884,0.9355581127733027,0.21120186697782967,0.448383733055266,0.030999999999999996,0.4638826185101582,0.0,0.16999999999999998,0.0
0.23314285714285177,0.46616541353383445,0.9252013808975835,0.4830805134189031,0.5881126173096973,0.103,0.2765237020316028,0.0,0.25999999999999995,0.0
0.32342857142856474,0.47969924812030085,0.8918296892980438,0.34189031505250866,0.5881126173096973,0.098,0.3284424379232507,0.028999999999999998,0.21999999999999997,0.0
0.3245714285714314,0.5609022556390979,0.8688147295742232,0.37806301050175023,0.5495307612095921,0.09499999999999999,0.3318284424379232,0.0,0.0,0.0
0.29599999999999227,0.48421052631578965,0.8918296892980438,0.37806301050175023,0.6016684045881124,0.08999999999999998,0.3148984198645598,0.0,0.0,0.0
0.39085714285712925,0.7142857142857144,0.9044879171461451,0.37456242707117854,0.3722627737226283,0.082,0.3510158013544019,0.034999999999999996,0.0,0.0
0.3291428571428554,0.4526315789473685,0.8791714614499425,0.3267211201866978,0.5849843587069845,0.09999999999999999,0.3487584650112867,0.0,0.3,0.0
0.5862857142857081,0.5834586466165415,0.9171461449942464,0.1925320886814469,0.4056308654848788,0.019,0.497742663656885,0.0,0.03,0.0
0.7702857142857056,0.736842105263158,0.948216340621404,0.15285880980163363,0.3274244004170992,0.003,0.46049661399548547,0.0,0.09999999999999999,0.0
0.3165714285714216,0.42556390977443614,0.9205983889528194,0.3710618436406067,0.6475495307612089,0.093,0.3216704288939053,0.0,0.0,0.0
0.3394285714285701,0.6105263157894738,0.7353279631760645,0.3267211201866978,0.5641293013555781,0.089,0.37810383747178333,0.0,0.0,0.0
0.3200000000000074,0.43458646616541374,0.9125431530494822,0.367561260210035,0.6089676746611037,0.098,0.34198645598194133,0.0,0.14,0.0
0.3131428571428643,0.4481203007518797,0.8768699654775605,0.3302217036172695,0.6308654848800845,0.09499999999999999,0.3363431151241536,0.0,0.0,0.0
0.3200000000000074,0.3894736842105262,0.6950517836593786,0.36406067677946324,0.7247132429614158,0.08999999999999998,0.3803611738148984,0.0,0.24,0.0
0.7999999999999972,0.6947368421052635,0.8078250863060991,0.13418903150525088,0.1418143899895732,0.013,0.6512415349887134,0.0,0.0,1.0
0.52457142857142,0.6827067669172933,0.25891829689298046,0.3885647607934655,0.4431699687174131,0.053000000000000005,0.5993227990970657,0.0,0.0,1.0
0.2491428571428429,0.5127819548872181,0.9171461449942464,0.4539089848308051,0.562043795620438,0.098,0.2742663656884876,0.0,0.0,1.0
0.3074285714285594,0.33233082706766925,0.8331415420023015,0.31621936989498245,0.6965589155370164,0.09999999999999999,0.363431151241535,0.0,0.24,1.0
0.6742857142857019,0.1624060150375941,0.0,0.5775962660443407,0.4431699687174131,0.13,0.8194130925507902,0.0,0.33999999999999997,1.0
0.34971428571427055,0.5669172932330828,1.0,0.4072345390898483,0.4692387904066724,0.089,0.3024830699774267,0.0,0.09999999999999999,1.0
