RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,TypeGlass
0.5917808219178085,0.41945606694560666,0.7999999999999999,0.3022170361726954,0.3000000000000007,0.014,0.4164785553047404,0.0,0.0,0.0
0.38493150684932687,0.33472803347280333,0.8039999999999999,0.2765460910151692,0.5590909090909086,0.09199999999999998,0.29458239277652376,0.0,0.0,0.0
0.478082191780814,0.45292887029288664,0.831,0.323220536756126,0.3329545454545446,0.01,0.363431151241535,0.0,0.0,0.0
0.47123287671232106,0.4027196652719667,0.746,0.34189031505250866,0.3238636363636367,0.09499999999999999,0.3645598194130927,0.0,0.0,0.0
0.5178082191780788,0.43828451882845165,0.797,0.37456242707117854,0.2511363636363626,0.019,0.33972911963882635,0.4033149171270718,0.0,0.0
0.3794520547945268,0.2855648535564854,0.78,0.30921820303383896,0.5659090909090896,0.08999999999999998,0.327313769751693,0.0,0.0,0.0
0.4260273972602704,0.2907949790794979,0.775,0.36406067677946324,0.5011363636363626,0.09699999999999999,0.3148984198645598,0.0,0.0,0.0
0.3890410958904056,0.27928870292887,0.815,0.35589264877479576,0.5124999999999993,0.09699999999999999,0.3284424379232507,0.0,0.0,0.0
0.38219178082192684,0.2813807531380754,0.7949999999999999,0.3850641773628938,0.5147727272727263,0.09999999999999999,0.3318284424379232,0.0,0.0,0.0
0.43424657534245625,0.33263598326359833,0.6329999999999999,0.35939323220536745,0.48068181818181976,0.089,0.3814898419864562,0.0,0.0,0.0
0.6232876712328732,0.31903765690376584,0.8129999999999998,0.21120186697782967,0.3522727272727284,0.030999999999999996,0.4638826185101582,0.0,0.16999999999999998,0.0
0.37260273972601965,0.3138075313807529,0.7879999999999999,0.5087514585764293,0.45568181818181763,0.08700000000000001,0.31602708803611745,0.0,0.07,0.0
0.39726027397260566,0.2876569037656904,0.775,0.34189031505250866,0.5045454545454557,0.098,0.3284424379232507,0.053406998158379376,0.21999999999999997,0.0
0.3986301369863128,0.3441422594142258,0.7549999999999999,0.37806301050175023,0.46250000000000036,0.09499999999999999,0.3318284424379232,0.0,0.0,0.0
0.38493150684932687,0.38702928870292874,0.8329999999999999,0.31971995332555425,0.5090909090909079,0.09499999999999999,0.27313769751693007,0.0,0.0,0.0
0.3780821917808197,0.35774058577405876,0.802,0.30921820303383896,0.5295454545454543,0.093,0.2878103837471784,0.0,0.0,0.0
0.3890410958904056,0.2813807531380754,0.7879999999999999,0.34189031505250866,0.5590909090909086,0.093,0.3103837471783296,0.0,0.0,0.0
0.7246575342465604,0.42468619246861916,0.829,0.08051341890315053,0.2568181818181827,0.014,0.5389495413998843,0.0,0.16,0.0
0.7123287671232816,0.3598326359832633,0.797,0.1925320886814469,0.3056818181818173,0.019,0.497742663656885,0.0,0.03,0.0
0.5931506849315014,0.41213389121338917,1.0,0.29404900816802804,0.26363636363636367,0.01,0.3487584650112867,0.0,0.0,0.0
0.38219178082192684,0.2824267782426775,0.7909999999999999,0.4364060676779463,0.4602272727272734,0.08700000000000001,0.3239277652370204,0.0,0.19,0.0
0.487671232876707,0.3420502092050208,0.742,0.35939323220536745,0.38068181818181834,0.09699999999999999,0.389390519187359,0.0,0.10999999999999999,0.0
0.4164383561643774,0.37866108786610875,0.639,0.3267211201866978,0.478409090909091,0.089,0.37810383747178333,0.0,0.0,0.0
0.6232876712328732,0.32949790794979084,0.797,0.2217036172695449,0.34886363636363704,0.03699999999999999,0.46049661399548547,0.0,0.16,0.0
