RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,TypeGlass
0.4031117397454125,0.30680628272251353,0.7879999999999999,0.3249400479616307,0.516310461192349,0.105,0.3348837209302328,0.0,0.0,0.0
0.6110325318246197,0.41884816753926724,0.7999999999999999,0.2913669064748201,0.3070866141732296,0.014,0.42906976744186054,0.0,0.0,0.0
0.4214992927864216,0.34345549738219927,0.775,0.3992805755395683,0.4431946006749161,0.09499999999999999,0.3244186046511628,0.0,0.0,0.0
0.5346534653465369,0.43769633507853434,0.797,0.36570743405275785,0.25871766029246324,0.019,0.3500000000000002,0.23960612691466082,0.0,0.0
0.41584158415841443,0.2596858638743458,0.817,0.3057553956834532,0.5376827896512939,0.098,0.3534883720930232,0.0,0.0,0.0
0.37623762376237835,0.36963350785340343,0.78,0.302158273381295,0.4859392575928023,0.081,0.3244186046511628,0.0,0.0,0.0
0.3917963224893981,0.2848167539267019,0.78,0.2985611510791367,0.5703037120359937,0.08999999999999998,0.33720930232558144,0.0,0.0,0.0
0.6803394625176793,0.42513089005235627,0.855,0.14148681055155873,0.26659167604049294,0.027,0.46627906976744204,0.0,0.0,0.0
0.4016973125884107,0.2785340314136129,0.815,0.3465227817745803,0.5174353205849265,0.09699999999999999,0.338372093023256,0.0,0.0,0.0
0.3946251768034017,0.2806282722513094,0.7949999999999999,0.3764988009592326,0.5196850393700778,0.09999999999999999,0.3418604651162791,0.0,0.0,0.0
0.4214992927864216,0.2774869109947644,0.78,0.2913669064748201,0.5219347581552309,0.103,0.36046511627906974,0.0,0.0,0.0
0.44837340876944154,0.3319371727748692,0.6329999999999999,0.35011990407673854,0.4859392575928023,0.089,0.3930232558139537,0.0,0.0,0.0
0.29844413012730797,0.2774869109947644,0.8039999999999999,0.4772182254196643,0.509561304836895,0.103,0.2848837209302326,0.0,0.25999999999999995,0.0
0.3847241867043891,0.3130890052356021,0.7879999999999999,0.5035971223021583,0.46119235095612865,0.08700000000000001,0.32558139534883734,0.0,0.07,0.0
0.41018387553040725,0.28691099476439796,0.775,0.3321342925659472,0.509561304836895,0.098,0.338372093023256,0.03172866520787746,0.21999999999999997,0.0
0.3974540311174053,0.38638743455497404,0.8329999999999999,0.3093525179856115,0.5140607424071977,0.09499999999999999,0.2813953488372094,0.0,0.0,0.0
0.6435643564356468,0.31832460732984313,0.8129999999999998,0.19784172661870505,0.3790776152980868,0.030999999999999996,0.47790697674418625,0.0,0.16999999999999998,0.0
0.3903818953323963,0.35706806282722536,0.802,0.2985611510791367,0.5343082114735651,0.093,0.2965116279069768,0.0,0.0,0.0
0.37623762376237835,0.2900523560209425,0.775,0.369304556354916,0.5241844769403823,0.08999999999999998,0.3244186046511628,0.0,0.0,0.0
0.4936350777934848,0.4502617801047124,0.7859999999999999,0.36570743405275785,0.27671541057367754,0.082,0.3616279069767443,0.038293216630196934,0.0,0.0
0.4681753889674667,0.34031413612565475,0.751,0.31294964028776984,0.460067491563553,0.09199999999999998,0.3674418604651165,0.0,0.16,0.0
0.6124469589816073,0.4115183246073302,1.0,0.2829736211031175,0.2710911136107974,0.01,0.3593023255813954,0.0,0.0,0.0
0.6817538896746811,0.5005235602094242,0.851,0.04796163069544365,0.2688413948256443,0.018,0.4476744186046512,0.0,0.0,0.0
0.31258840169732593,0.3937172774869111,0.7909999999999999,0.4472422062350119,0.5140607424071977,0.063,0.25348837209302333,0.0,0.0,0.0
0.4299858557284324,0.3780104712041885,0.639,0.3165467625899281,0.4836895388076492,0.089,0.38953488372093026,0.0,0.0,0.0
0.3889674681753945,0.3528795811518328,0.806,0.33573141486810554,0.5320584926884138,0.089,0.2848837209302326,0.0,0.0,0.0
0.40594059405941607,0.255497382198953,0.7929999999999999,0.35851318944844124,0.5320584926884138,0.098,0.35232558139534886,0.0,0.14,0.0
0.3295615275813333,0.37486910994764444,0.7909999999999999,0.3393285371702638,0.47806524184476906,0.11,0.28837209302325595,0.0,0.0,1.0
1.0,0.4366492146596863,0.702,0.11870503597122303,0.028121484814397135,0.013,0.6709302325581395,0.0,0.0,1.0
0.4695898161244685,0.29947643979057603,0.815,0.4556354916067147,0.4173228346456703,0.093,0.33720930232558144,0.0,0.12,1.0
0.6591230551626666,0.4282722513089008,0.225,0.38009592326139086,0.353205849268841,0.053000000000000005,0.6174418604651165,0.0,0.0,1.0
0.9306930693069404,0.42094240837696373,0.0,0.38009592326139086,0.16197975253093233,0.030999999999999996,0.8651162790697674,0.0,0.09999999999999999,1.0
0.3295615275813333,0.380104712041885,0.8039999999999999,0.4472422062350119,0.3937007874015741,0.10600000000000001,0.2813953488372094,0.0,0.0,1.0
0.844413012729845,0.06596858638743464,0.0,0.5743405275779376,0.353205849268841,0.13,0.8441860465116281,0.0,0.33999999999999997,1.0
0.44978783592645755,0.28691099476439796,0.817,0.33573141486810554,0.4296962879640045,0.09999999999999999,0.35116279069767453,0.0,0.35,1.0
0.2970297029703062,0.32460732984293217,0.7999999999999999,0.4400479616306954,0.5354330708661408,0.108,0.25930232558139543,0.0,0.0,1.0
0.2956152758133044,0.287958115183246,0.7839999999999999,0.6642685851318945,0.44769403824521703,0.11100000000000002,0.27441860465116297,0.0,0.0,1.0
0.8033946251768072,0.44083769633507885,0.646,0.3093525179856115,0.14398200224971625,0.013,0.5790697674418605,0.0,0.0,1.0
0.33380480905233867,0.3989528795811521,0.7949999999999999,0.422062350119904,0.4049493813273326,0.103,0.2732558139534884,0.0,0.0,1.0
0.3210749646393367,0.3633507853403144,0.7949999999999999,0.4592326139088728,0.48931383577052756,0.098,0.26627906976744187,0.0,0.0,1.0
0.3295615275813333,0.373821989528796,0.777,0.4400479616306954,0.4454443194600657,0.108,0.28604651162790706,0.0,0.09999999999999999,1.0
0.3168316831683171,0.3664921465968589,0.797,0.4292565947242206,0.460067491563553,0.072,0.30000000000000004,0.0,0.0,1.0
0.4625176803394595,0.3664921465968589,0.7639999999999999,0.4064748201438849,0.3678290213723283,0.082,0.34302325581395365,0.0,0.0,1.0
0.38189533239039974,0.2083769633507857,0.606,0.48081534772182255,0.48931383577052756,0.11299999999999999,0.4104651162790698,0.0,0.0,1.0
0.36775106082036757,0.38638743455497404,0.775,0.5107913669064748,0.4195725534308199,0.09999999999999999,0.27674418604651174,0.0,0.0,1.0
0.2814710042432864,0.3476439790575918,0.777,0.422062350119904,0.5658042744656928,0.06099999999999999,0.2813953488372094,0.0,0.0,1.0
0.5615275813295568,0.4649214659685865,0.30099999999999993,0.48081534772182255,0.26659167604049294,0.063,0.5546511627906977,0.0,1.0,1.0
0.2956152758133044,0.3476439790575918,0.744,0.422062350119904,0.5354330708661408,0.063,0.3011627906976745,0.0,0.0,1.0
0.34653465346535484,0.35706806282722536,0.811,0.44364508393285373,0.42182227221597124,0.105,0.2813953488372094,0.0,0.29,1.0
0.34653465346535484,0.2900523560209425,0.7929999999999999,0.4856115107913668,0.5444319460067479,0.105,0.27674418604651174,0.0,0.0,1.0
0.29844413012730797,0.3130890052356021,0.7929999999999999,0.4472422062350119,0.5376827896512939,0.11599999999999999,0.2674418604651163,0.0,0.0,1.0
0.1824611032531891,0.5068062827225133,0.688,0.6498800959232613,0.37120359955005533,0.177,0.1779069767441862,0.0,0.0,1.0
0.5912305516265945,0.3968586387434556,0.46499999999999997,0.49640287769784164,0.3509561304836879,0.085,0.4476744186046512,0.09409190371991247,0.16999999999999998,1.0
0.33804809052334406,0.3089005235602096,0.708,0.3321342925659472,0.509561304836895,0.093,0.3651162790697674,0.0,0.24,1.0
0.41018387553040725,0.3937172774869111,0.7589999999999999,0.4400479616306954,0.322834645669289,0.093,0.3627906976744186,0.0,0.0,2.0
0.6251768033946234,0.4722513089005236,0.8370000000000001,0.08872901678657072,0.27334083239595053,0.018,0.45581395348837217,0.0,0.0,2.0
0.30693069306931875,0.3769633507853405,0.757,0.32853717026378904,0.45331833520809894,0.09499999999999999,0.3127906976744186,0.0,0.0,2.0
0.6435643564356468,0.0,0.381,0.4556354916067147,0.6040494938132728,0.093,0.6686046511627909,0.0,0.0,3.0
0.12729844413013325,0.3099476439790576,0.0,1.0,0.053993250843642926,1.0,0.16162790697674423,0.0,0.0,3.0
0.777934936350789,0.380104712041885,0.0,0.4628297362110312,0.35883014623172116,0.052,0.736046511627907,0.0,0.0,3.0
0.656294200848663,0.08376963350785349,0.41899999999999993,0.4556354916067147,0.4881889763779519,0.076,0.646511627906977,0.0,0.0,3.0
0.0,1.0000000000000002,0.0,0.0,1.0,0.0,0.13139534883720938,0.0,0.0,4.0
0.5106082036775064,0.4345549738219898,0.5369999999999999,0.3165467625899281,0.46794150731158624,0.0,0.4686046511627907,0.0,0.0,4.0
0.4582743988684683,0.4816753926701576,0.488,0.4928057553956835,0.44994375703037015,0.0,0.42093023255813955,0.0,0.0,4.0
0.4908062234794812,0.46806282722513104,0.5319999999999999,0.4556354916067147,0.3892013498312714,0.0,0.4476744186046512,0.0,0.0,4.0
0.33380480905233867,0.14450261780104712,0.0,0.3165467625899281,0.9538807649043886,0.435,0.37790697674418605,0.0,0.0,5.0
0.5898161244695928,0.5246073298429323,0.0,0.6270983213429256,0.600674915635544,0.0,0.32558139534883734,0.5700218818380745,0.0,5.0
0.009900990099012574,0.41884816753926724,0.713,0.5491606714628298,0.47806524184476906,0.283,0.0,0.41356673960612694,0.0,5.0
0.27439886845827743,0.4471204188481679,0.0,0.8213429256594723,0.562429696287964,0.022999999999999996,0.43023255813953487,0.2811816192560175,0.01,5.0
0.7454031117397477,0.380104712041885,0.744,0.3321342925659472,0.391451068616421,0.09699999999999999,0.3674418604651165,0.0,0.0,5.0
0.2475247524752433,0.6020942408376964,0.0,0.776978417266187,0.6602924634420706,0.0,0.31976744186046513,0.19474835886214442,0.0,5.0
0.3536067892503638,0.6125654450261779,0.0,0.6163069544364509,0.6324120199260808,0.0,0.3209302325581397,0.5525164113785558,0.0,5.0
0.2588401697312719,0.5277486910994769,0.0,0.8657074340527579,0.5354330708661408,0.006,0.3941860465116278,0.2221006564551422,0.0,5.0
0.44413012729845036,0.5287958115183249,0.0,0.552757793764988,0.4881889763779519,0.22699999999999998,0.11279069767441874,1.0,0.0,5.0
0.3154172560113295,0.49005235602094266,0.0,0.948441247002398,0.437570303712036,0.013,0.40581395348837224,0.3687089715536105,0.0,5.0
0.33663366336634226,0.5937172774869113,0.0,0.6163069544364509,0.5376827896512939,0.0,0.3081395348837209,0.5940919037199125,0.0,5.0
0.38330975954738733,0.617801047120419,0.0,0.5443645083932853,0.5140607424071977,0.0,0.344186046511628,0.5382932166301969,0.0,5.0
0.4045261669024143,0.34345549738219927,0.822,0.354916067146283,0.437570303712036,0.09199999999999998,0.3011627906976745,0.0,0.0,0.0
