Normalized-losses,Wheel-base,Length,Width,Height,Curb-weight,Engine-size,Bore,Stroke,Compression-ratio,Horsepower,Peak-rpm,City-mpg,Highway-mpg,Price,Make_audi,Make_bmw,Make_chevrolet,Make_dodge,Make_honda,Make_jaguar,Make_mazda,Make_mercedes-benz,Make_mitsubishi,Make_nissan,Make_peugot,Make_plymouth,Make_porsche,Make_saab,Make_subaru,Make_toyota,Make_volkswagen,Make_volvo,Fuel-type_diesel,Fuel-type_gas,Aspiration_std,Aspiration_turbo,Num-of-doors_four,Num-of-doors_two,Body-style_convertible,Body-style_hardtop,Body-style_hatchback,Body-style_sedan,Body-style_wagon,Drive-wheels_4wd,Drive-wheels_fwd,Drive-wheels_rwd,Engine-location_front,Engine-type_dohc,Engine-type_l,Engine-type_ohc,Engine-type_ohcf,Engine-type_ohcv,Num-of-cylinders_eight,Num-of-cylinders_five,Num-of-cylinders_four,Num-of-cylinders_six,Num-of-cylinders_three,Fuel-system_1bbl,Fuel-system_2bbl,Fuel-system_idi,Fuel-system_mfi,Fuel-system_mpfi,Fuel-system_spdi,Symboling
0.3787878787878788,0.4206896551724135,0.5724137931034488,0.3580246913580245,0.6288659793814437,0.29621759456013586,0.19047619047619047,0.6854838709677424,0.6285714285714288,0.10322580645161288,0.20000000000000007,0.2653061224489797,0.32352941176470584,0.3888888888888888,0.15849274182607515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.7272727272727273,0.7379310344827585,0.7258620689655171,0.5802469135802459,0.6804123711340209,0.6022099447513812,0.26190476190476186,0.8629032258064515,0.5428571428571429,0.0,0.6,0.5918367346938773,0.08823529411764708,0.16666666666666666,0.4266042599375932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.3257575757575758,0.4758620689655175,0.6896551724137931,0.3580246913580245,0.5876288659793821,0.572460688482788,0.5416666666666666,0.7177419354838714,0.5714285714285716,0.12903225806451607,0.6689655172413792,0.4285714285714286,0.11764705882352945,0.1944444444444444,0.2688576855243522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.1515151515151515,0.3551724137931038,0.5,0.22222222222222232,0.5670103092783503,0.3982150446238845,0.1071428571428571,0.870967741935484,0.2714285714285716,0.04516129032258065,0.3862068965517241,0.2653061224489797,0.2352941176470589,0.13888888888888884,0.2076380409713743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.19696969696969704,0.31379310344827616,0.37413793103448295,0.09876543209876676,0.3711340206185572,0.15639609009774744,0.04761904761904756,0.5241935483870971,0.4571428571428571,0.12903225806451607,0.10344827586206896,0.2653061224489797,0.4411764705882353,0.5277777777777777,0.04633021299687967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.3257575757575758,0.4758620689655175,0.6896551724137931,0.3580246913580245,0.6907216494845363,0.6727581810454738,0.5416666666666666,0.7177419354838714,0.5714285714285716,0.12903225806451607,0.6689655172413792,0.4285714285714286,0.058823529411764726,0.11111111111111104,0.2993827160493827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.7272727272727273,0.7344827586206897,0.7258620689655171,0.5925925925925926,0.7525773195876297,0.6540586485337866,0.36904761904761896,0.9354838709677424,0.6904761904761905,0.9032258064516128,0.27586206896551724,0.0,0.38235294117647056,0.4166666666666666,0.4198209198209199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.12121212121212123,0.31379310344827616,0.43275862068965504,0.0,1.0,0.24521886952826175,0.011904761904761862,0.411290322580645,0.4571428571428571,0.12903225806451607,0.0482758620689655,0.2653061224489797,0.3529411764705882,0.3888888888888888,0.07889024555691224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.3409090909090909,0.3413793103448275,0.3241379310344832,0.049382716049382935,0.5257731958762886,0.12622184445388862,0.011904761904761862,0.29838709677419395,0.6380952380952383,0.14193548387096772,0.1448275862068965,0.7551020408163265,0.4411764705882353,0.4444444444444444,0.058438475105141774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0.7272727272727273,0.7344827586206897,0.7258620689655171,0.5925925925925926,0.7525773195876297,0.5788355291117719,0.1785714285714285,0.7419354838709681,0.5333333333333334,0.09032258064516137,0.2896551724137931,0.34693877551020397,0.11764705882352945,0.16666666666666666,0.3750508750508751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.19696969696969704,0.31379310344827616,0.37413793103448295,0.09876543209876676,0.3505154639175254,0.18147046323841895,0.04761904761904756,0.5241935483870971,0.4571428571428571,0.12903225806451607,0.10344827586206896,0.2653061224489797,0.38235294117647056,0.4444444444444444,0.12501695835029172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.19696969696969704,0.31379310344827616,0.37413793103448295,0.09876543209876676,0.3505154639175254,0.1682957926051848,0.04761904761904756,0.5241935483870971,0.4571428571428571,0.12903225806451607,0.10344827586206896,0.2653061224489797,0.4411764705882353,0.5277777777777777,0.05514855514855516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.2803030303030303,0.35862068965517224,0.4724137931034487,0.22222222222222232,0.5051546391752577,0.2855928601784955,0.1071428571428571,0.870967741935484,0.2714285714285716,0.12903225806451607,0.18620689655172415,0.2653061224489797,0.2647058823529411,0.1944444444444444,0.12416904083570755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.21212121212121213,0.693103448275862,0.7396551724137934,0.8271604938271606,0.5670103092783503,0.7573310667233318,0.5535714285714285,0.8387096774193549,0.7476190476190478,0.9354838709677418,0.4689655172413794,0.08163265306122436,0.2058823529411765,0.1944444444444444,0.7666530999864333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.3787878787878788,0.4206896551724135,0.5724137931034488,0.3580246913580245,0.6288659793814437,0.29621759456013586,0.19047619047619047,0.6854838709677424,0.6285714285714288,0.10322580645161288,0.20000000000000007,0.2653061224489797,0.32352941176470584,0.3888888888888888,0.09913851580518247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.4772727272727273,0.4758620689655175,0.6396551724137929,0.3580246913580245,0.5876288659793821,0.5873353166170846,0.5416666666666666,0.7177419354838714,0.5714285714285716,0.12903225806451607,0.6689655172413792,0.4285714285714286,0.058823529411764726,0.11111111111111104,0.2688576855243522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.2803030303030303,0.3655172413793104,0.4724137931034487,0.22222222222222232,0.31958762886597997,0.2664683382915427,0.1071428571428571,0.870967741935484,0.2714285714285716,0.12903225806451607,0.2689655172413793,0.4285714285714286,0.32352941176470584,0.3888888888888888,0.1488264821598155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.09848484848484852,0.3413793103448275,0.2155172413793105,0.0370370370370372,0.9175257731958766,0.13217169570760726,0.011904761904761862,0.30645161290322603,0.6380952380952383,0.14193548387096772,0.1448275862068965,0.7551020408163265,0.4411764705882353,0.4444444444444444,0.058438475105141774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0.2803030303030303,0.3655172413793104,0.4724137931034487,0.22222222222222232,0.31958762886597997,0.18359541011474712,0.1071428571428571,0.870967741935484,0.2714285714285716,0.16129032258064518,0.18620689655172415,0.2653061224489797,0.5,0.5277777777777777,0.052706552706552716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.6060606060606062,0.9103448275862068,0.9482758620689656,0.7407407407407396,0.3505154639175254,1.0,1.0,0.8790322580645165,1.0,0.07096774193548389,0.8344827586206897,0.2448979591836735,0.0,0.02777777777777779,0.9048297381630714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.7272727272727273,0.7344827586206897,0.7258620689655171,0.5925925925925926,0.7525773195876297,0.5554611134721631,0.1785714285714285,0.7419354838709681,0.5333333333333334,0.09032258064516137,0.2896551724137931,0.34693877551020397,0.11764705882352945,0.16666666666666666,0.214624881291548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.19696969696969704,0.31379310344827616,0.37413793103448295,0.09876543209876676,0.3711340206185572,0.2388440288992775,0.11904761904761907,0.588709677419355,0.6095238095238096,1.0,0.006896551724137946,0.1428571428571428,0.5588235294117647,0.5,0.07889024555691224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.2803030303030303,0.35862068965517224,0.4724137931034487,0.22222222222222232,0.5051546391752577,0.3387165320866977,0.1071428571428571,0.870967741935484,0.2714285714285716,0.04516129032258065,0.3862068965517241,0.2653061224489797,0.2647058823529411,0.3055555555555555,0.1928842762176096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
0.31060606060606066,0.3655172413793104,0.4965517241379312,0.19753086419753085,0.5463917525773203,0.2596685082872928,0.1785714285714285,0.6370967741935485,0.6666666666666667,0.09677419354838708,0.2896551724137931,0.4285714285714286,0.3529411764705882,0.4444444444444444,0.1145366978700312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.2954545454545454,0.22413793103448265,0.25,0.0740740740740744,0.4845360824742269,0.08159796005099873,0.005952380952380931,0.3951612903225805,0.5142857142857142,0.12903225806451607,0.08965517241379313,0.34693877551020397,0.4705882352941176,0.5555555555555556,0.04148012481345817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
0.7803030303030303,0.27241379310344804,0.41551724137931023,0.049382716049382935,0.32989690721649545,0.24946876328091794,0.04761904761904756,0.5645161290322585,0.480952380952381,0.15483870967741936,0.3931034482758621,0.9999999999999998,0.32352941176470584,0.3055555555555555,0.13451363451363454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
0.4772727272727273,0.27241379310344804,0.35689655172413826,0.024691358024691468,0.5257731958762886,0.12919677008074792,0.07738095238095233,0.362903225806452,0.6666666666666667,0.9612903225806452,0.0,0.2653061224489797,0.8823529411764706,0.8888888888888888,0.05179080179080181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
0.06818181818181822,0.31379310344827616,0.2431034482758623,0.0,0.5257731958762886,0.12834679133021676,0.011904761904761862,0.411290322580645,0.4571428571428571,0.12903225806451607,0.0482758620689655,0.2653061224489797,0.4705882352941176,0.5555555555555556,0.031067697734364408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
0.3636363636363637,0.22413793103448265,0.3827586206896556,0.0740740740740744,0.4845360824742269,0.0985975350616234,0.005952380952380931,0.3951612903225805,0.5142857142857142,0.12903225806451607,0.08965517241379313,0.34693877551020397,0.4705882352941176,0.5555555555555556,0.03808845475512143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
0.2727272727272727,0.2448275862068967,0.09310344827586237,0.049382716049382935,0.32989690721649545,0.09647258818529536,0.011904761904761862,0.29838709677419395,0.6380952380952383,0.14193548387096772,0.1448275862068965,0.7551020408163265,0.4411764705882353,0.4444444444444444,0.032458282458282466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0.7803030303030303,0.27241379310344804,0.41551724137931023,0.049382716049382935,0.32989690721649545,0.20866978325541866,0.04761904761904756,0.5241935483870971,0.4571428571428571,0.12903225806451607,0.10344827586206896,0.2653061224489797,0.4117647058823529,0.4444444444444444,0.09042192375525712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
0.2727272727272727,0.2448275862068967,0.09310344827586237,0.049382716049382935,0.32989690721649545,0.10327241818954523,0.011904761904761862,0.29838709677419395,0.6380952380952383,0.14193548387096772,0.1448275862068965,0.7551020408163265,0.4411764705882353,0.4444444444444444,0.05280830280830282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0.7803030303030303,0.27241379310344804,0.41551724137931023,0.049382716049382935,0.32989690721649545,0.1937951551211219,0.04761904761904756,0.5241935483870971,0.4571428571428571,0.12903225806451607,0.10344827586206896,0.2653061224489797,0.4117647058823529,0.4444444444444444,0.08431691765025097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
