Mcg,Gvh,Lip,Chg,Aac,Alm1,Alm2,Site
0.6292134831460674,0.012048192771084335,0.9999999999999999,1.0,0.5542168674698795,0.39560439560439564,0.4591836734693877,0.0
0.7528089887640449,0.43373493975903615,0.9999999999999999,1.0,0.39759036144578314,0.4065934065934066,0.4591836734693877,0.0
0.3258426966292135,0.30120481927710846,0.9999999999999999,1.0,0.49397590361445787,0.24175824175824182,0.336734693877551,0.0
0.47191011235955055,0.2530120481927711,0.9999999999999999,1.0,0.6506024096385542,0.2857142857142857,0.36734693877551017,0.0
0.4382022471910112,0.3493975903614458,0.9999999999999999,1.0,0.5180722891566265,0.25274725274725274,0.346938775510204,0.0
0.5730337078651685,0.02409638554216867,0.9999999999999999,1.0,0.5180722891566265,0.34065934065934067,0.346938775510204,0.0
0.2584269662921348,0.012048192771084335,0.9999999999999999,1.0,0.43373493975903615,0.2967032967032967,0.37755102040816324,0.0
0.4606741573033708,0.6506024096385542,0.9999999999999999,1.0,0.43373493975903615,0.2197802197802198,0.31632653061224486,0.0
0.23595505617977527,0.5783132530120482,0.9999999999999999,1.0,0.02409638554216867,0.34065934065934067,0.4081632653061224,0.0
0.4831460674157303,0.43373493975903615,0.9999999999999999,1.0,0.5301204819277109,0.32967032967032966,0.4081632653061224,0.0
0.5955056179775281,0.42168674698795183,0.9999999999999999,1.0,0.49397590361445787,0.27472527472527475,0.3571428571428571,0.0
0.2696629213483146,0.3855421686746988,0.9999999999999999,1.0,0.3373493975903615,0.19780219780219782,0.3061224489795918,0.0
0.3258426966292135,0.5903614457831325,0.9999999999999999,1.0,0.4698795180722892,0.3076923076923077,0.38775510204081626,0.0
0.3595505617977528,0.4698795180722892,0.9999999999999999,1.0,0.3855421686746988,0.2967032967032967,0.37755102040816324,0.0
0.033707865168539325,0.4096385542168675,0.9999999999999999,1.0,0.674698795180723,0.43956043956043955,0.48979591836734687,0.0
0.0449438202247191,0.02409638554216867,0.9999999999999999,1.0,0.5060240963855422,0.4175824175824176,0.4693877551020408,0.0
0.4943820224719101,0.3855421686746988,0.9999999999999999,1.0,0.6265060240963856,0.5934065934065935,0.6122448979591836,0.0
0.4831460674157303,0.012048192771084335,0.9999999999999999,1.0,0.43373493975903615,0.2967032967032967,0.38775510204081626,0.0
0.2584269662921348,0.3614457831325301,0.9999999999999999,1.0,0.4819277108433735,0.3516483516483517,0.42857142857142855,0.0
0.4157303370786517,0.5903614457831325,0.9999999999999999,1.0,0.4698795180722892,0.45054945054945056,0.3571428571428571,0.0
0.2584269662921348,0.6626506024096386,0.9999999999999999,1.0,0.4096385542168675,0.5714285714285715,0.5918367346938775,0.0
0.6067415730337078,0.5301204819277109,0.9999999999999999,1.0,0.30120481927710846,0.3516483516483517,0.4183673469387755,0.0
0.0449438202247191,0.3855421686746988,0.9999999999999999,1.0,0.5060240963855422,0.3516483516483517,0.4183673469387755,0.0
0.4943820224719101,0.3734939759036145,0.9999999999999999,1.0,0.0,0.3516483516483517,0.42857142857142855,0.0
0.5842696629213483,0.39759036144578314,0.9999999999999999,1.0,0.45783132530120485,0.2967032967032967,0.37755102040816324,0.0
0.4044943820224719,0.45783132530120485,0.9999999999999999,1.0,0.5421686746987953,0.5054945054945056,0.5408163265306122,0.0
0.20224719101123595,0.0,0.9999999999999999,1.0,0.5180722891566265,0.25274725274725274,0.346938775510204,0.0
0.2696629213483146,0.4819277108433735,0.9999999999999999,1.0,0.6144578313253012,0.5604395604395606,0.5918367346938775,0.0
0.2808988764044944,0.4096385542168675,0.9999999999999999,1.0,0.45783132530120485,0.3516483516483517,0.4183673469387755,0.0
0.3932584269662921,0.5421686746987953,0.9999999999999999,1.0,0.6385542168674699,0.03296703296703297,0.47959183673469385,0.0
0.4943820224719101,0.5783132530120482,0.9999999999999999,1.0,0.5301204819277109,0.27472527472527475,0.3571428571428571,0.0
0.4943820224719101,0.30120481927710846,0.9999999999999999,1.0,0.4819277108433735,0.2857142857142857,0.36734693877551017,0.0
0.3258426966292135,0.5301204819277109,0.9999999999999999,1.0,0.45783132530120485,0.24175824175824182,0.336734693877551,0.0
0.38202247191011235,0.6265060240963856,0.9999999999999999,1.0,0.6626506024096386,0.32967032967032966,0.4081632653061224,0.0
0.0449438202247191,0.5180722891566265,0.9999999999999999,1.0,0.5903614457831325,0.5274725274725276,0.5612244897959183,0.0
0.5842696629213483,0.49397590361445787,0.9999999999999999,1.0,0.4096385542168675,0.38461538461538464,0.4183673469387755,0.0
0.7191011235955056,0.8795180722891567,0.9999999999999999,1.0,0.5060240963855422,0.37362637362637363,0.37755102040816324,0.0
0.6404494382022472,0.6144578313253012,0.9999999999999999,1.0,0.4096385542168675,0.2967032967032967,0.32653061224489793,0.0
0.7303370786516854,0.6265060240963856,0.9999999999999999,1.0,0.3734939759036145,0.39560439560439564,0.2755102040816326,0.0
0.2696629213483146,0.6506024096385542,0.9999999999999999,1.0,0.7228915662650602,0.3626373626373626,0.42857142857142855,0.0
0.42696629213483145,0.27710843373493976,0.9999999999999999,1.0,0.6144578313253012,0.16483516483516486,0.2755102040816326,0.0
0.3707865168539326,0.5301204819277109,0.9999999999999999,1.0,0.6024096385542169,0.18681318681318684,0.2857142857142857,0.0
0.4831460674157303,0.3493975903614458,0.9999999999999999,1.0,0.3614457831325301,0.4835164835164835,0.520408163265306,0.0
0.550561797752809,0.4819277108433735,0.9999999999999999,1.0,0.5542168674698795,0.021978021978021976,0.030612244897959183,0.0
0.3595505617977528,0.3614457831325301,0.9999999999999999,1.0,0.03614457831325302,0.054945054945054944,0.01020408163265306,0.0
0.38202247191011235,0.3855421686746988,0.9999999999999999,1.0,0.5783132530120482,0.5274725274725276,0.5612244897959183,0.0
0.42696629213483145,0.0,0.9999999999999999,1.0,0.4819277108433735,0.3076923076923077,0.38775510204081626,0.0
0.38202247191011235,0.4698795180722892,0.9999999999999999,1.0,0.45783132530120485,0.3626373626373626,0.42857142857142855,0.0
0.3258426966292135,0.30120481927710846,0.9999999999999999,1.0,0.02409638554216867,0.45054945054945056,0.04081632653061224,0.0
0.2808988764044944,0.27710843373493976,0.9999999999999999,1.0,0.43373493975903615,0.34065934065934067,0.4183673469387755,0.0
0.2696629213483146,0.45783132530120485,0.9999999999999999,1.0,0.5542168674698795,0.24175824175824182,0.336734693877551,0.0
0.0449438202247191,0.3373493975903615,0.9999999999999999,1.0,0.45783132530120485,0.3076923076923077,0.38775510204081626,0.0
0.38202247191011235,0.5783132530120482,0.9999999999999999,1.0,0.49397590361445787,0.39560439560439564,0.4591836734693877,0.0
0.3146067415730337,0.3614457831325301,0.9999999999999999,1.0,0.5060240963855422,0.2307692307692308,0.32653061224489793,0.0
0.0449438202247191,0.5180722891566265,0.9999999999999999,1.0,0.4698795180722892,0.37362637362637363,0.43877551020408156,0.0
0.4382022471910112,0.3373493975903615,0.9999999999999999,1.0,0.42168674698795183,0.3626373626373626,0.42857142857142855,0.0
0.033707865168539325,0.49397590361445787,0.9999999999999999,1.0,0.5542168674698795,0.2307692307692308,0.32653061224489793,0.0
0.033707865168539325,0.4096385542168675,0.9999999999999999,1.0,0.4819277108433735,0.18681318681318684,0.020408163265306124,0.0
0.0449438202247191,0.45783132530120485,0.9999999999999999,1.0,0.6265060240963856,0.2307692307692308,0.32653061224489793,0.0
0.24719101123595505,0.3734939759036145,0.9999999999999999,1.0,0.4698795180722892,0.3076923076923077,0.38775510204081626,0.0
0.3033707865168539,0.4698795180722892,0.9999999999999999,1.0,0.4096385542168675,0.4065934065934066,0.42857142857142855,0.0
0.06741573033707865,0.6987951807228916,0.9999999999999999,1.0,0.5542168674698795,1.0000000000000002,0.36734693877551017,1.0
0.5842696629213483,0.43373493975903615,0.9999999999999999,1.0,0.746987951807229,0.7692307692307694,0.7346938775510203,1.0
0.3258426966292135,0.5301204819277109,0.9999999999999999,1.0,0.819277108433735,0.7032967032967034,0.693877551020408,1.0
0.0449438202247191,0.02409638554216867,0.9999999999999999,1.0,0.746987951807229,0.8901098901098902,0.846938775510204,1.0
0.9438202247191011,0.49397590361445787,0.9999999999999999,1.0,0.5421686746987953,0.7692307692307694,0.7448979591836734,1.0
0.3707865168539326,0.6385542168674699,0.9999999999999999,1.0,0.3614457831325301,0.8461538461538463,0.07142857142857142,1.0
0.7191011235955056,0.6626506024096386,0.9999999999999999,1.0,0.5421686746987953,0.8461538461538463,0.7346938775510203,1.0
0.6067415730337078,0.6506024096385542,0.9999999999999999,1.0,0.6385542168674699,0.8791208791208792,0.836734693877551,1.0
0.5280898876404494,0.674698795180723,0.9999999999999999,1.0,0.5903614457831325,0.8241758241758242,0.7959183673469387,1.0
0.7078651685393258,0.02409638554216867,0.9999999999999999,1.0,0.674698795180723,0.9230769230769232,0.8673469387755102,1.0
0.8314606741573034,0.49397590361445787,0.9999999999999999,1.0,0.6265060240963856,0.9560439560439562,0.8979591836734693,1.0
0.3707865168539326,0.5060240963855422,0.9999999999999999,1.0,0.5060240963855422,0.9560439560439562,0.8979591836734693,1.0
0.056179775280898875,0.4096385542168675,0.9999999999999999,1.0,0.7590361445783133,0.6923076923076924,0.693877551020408,1.0
0.9325842696629213,0.4096385542168675,0.9999999999999999,1.0,0.6987951807228916,0.7692307692307694,0.7448979591836734,1.0
0.38202247191011235,0.5783132530120482,0.9999999999999999,1.0,0.7710843373493976,0.08791208791208792,0.08163265306122448,1.0
0.7078651685393258,0.6144578313253012,0.9999999999999999,1.0,0.746987951807229,0.8571428571428572,0.8163265306122448,1.0
0.07865168539325842,0.012048192771084335,0.9999999999999999,1.0,0.6385542168674699,0.9340659340659342,0.836734693877551,1.0
0.1797752808988764,0.5783132530120482,0.9999999999999999,1.0,0.3614457831325301,0.4175824175824176,0.47959183673469385,1.0
0.8314606741573034,0.04819277108433735,0.9999999999999999,1.0,0.7590361445783133,0.7032967032967034,0.693877551020408,1.0
0.02247191011235955,0.5180722891566265,0.9999999999999999,1.0,0.6506024096385542,0.8461538461538463,0.8163265306122448,1.0
1.0,0.6265060240963856,0.9999999999999999,1.0,0.5783132530120482,0.7802197802197803,0.7653061224489796,1.0
0.07865168539325842,0.5180722891566265,0.9999999999999999,1.0,0.6385542168674699,0.8461538461538463,0.7346938775510203,1.0
0.6853932584269663,0.5903614457831325,0.9999999999999999,1.0,0.6144578313253012,0.7252747252747254,0.520408163265306,1.0
0.06741573033707865,0.5180722891566265,0.9999999999999999,1.0,0.5060240963855422,0.8791208791208792,0.836734693877551,1.0
0.4382022471910112,0.45783132530120485,0.9999999999999999,1.0,0.5903614457831325,0.7802197802197803,0.7551020408163265,1.0
0.12359550561797752,0.02409638554216867,0.9999999999999999,1.0,0.6626506024096386,0.7802197802197803,0.6836734693877551,1.0
0.7640449438202247,0.5783132530120482,0.9999999999999999,1.0,0.819277108433735,0.8131868131868133,0.7857142857142856,1.0
0.5168539325842696,0.674698795180723,0.9999999999999999,1.0,0.39759036144578314,0.8241758241758242,0.22448979591836732,1.0
0.0,0.5783132530120482,0.9999999999999999,1.0,0.3855421686746988,0.7252747252747254,0.43877551020408156,1.0
0.011235955056179775,0.5542168674698795,0.9999999999999999,1.0,0.45783132530120485,0.7252747252747254,0.2040816326530612,1.0
0.797752808988764,0.5903614457831325,0.9999999999999999,1.0,0.7349397590361446,0.0,0.9999999999999999,1.0
0.9550561797752809,0.6024096385542169,0.9999999999999999,1.0,0.6024096385542169,0.5604395604395606,0.346938775510204,3.0
0.8426966292134831,0.6265060240963856,0.0,0.0,0.012048192771084335,0.5054945054945056,0.020408163265306124,2.0
0.8089887640449438,0.4698795180722892,0.9999999999999999,1.0,0.746987951807229,0.8351648351648353,0.7959183673469387,4.0
0.8876404494382022,0.45783132530120485,0.9999999999999999,1.0,0.7590361445783133,0.8791208791208792,0.836734693877551,4.0
0.8876404494382022,0.39759036144578314,0.9999999999999999,1.0,0.5180722891566265,0.8901098901098902,0.061224489795918366,4.0
0.8764044943820224,0.3614457831325301,0.9999999999999999,1.0,0.6506024096385542,0.8351648351648353,0.7959183673469387,4.0
0.8426966292134831,0.4096385542168675,0.9999999999999999,1.0,0.7349397590361446,0.06593406593406594,0.7448979591836734,4.0
0.6629213483146067,0.3132530120481928,0.9999999999999999,1.0,0.7349397590361446,0.8131868131868133,0.7755102040816326,4.0
0.7528089887640449,0.4096385542168675,0.9999999999999999,1.0,0.6144578313253012,0.6923076923076924,0.6836734693877551,4.0
0.7415730337078652,0.5421686746987953,0.9999999999999999,1.0,0.6144578313253012,0.06593406593406594,0.7448979591836734,4.0
0.7078651685393258,0.4698795180722892,0.9999999999999999,1.0,0.5421686746987953,0.8351648351648353,0.07142857142857142,4.0
0.9775280898876404,0.5542168674698795,0.9999999999999999,1.0,0.6987951807228916,0.8241758241758242,0.7959183673469387,4.0
0.8202247191011236,0.27710843373493976,0.9999999999999999,1.0,0.6506024096385542,0.8131868131868133,0.7857142857142856,4.0
0.550561797752809,0.6987951807228916,0.0,1.0,0.6385542168674699,0.7692307692307694,0.7448979591836734,4.0
0.9662921348314606,0.6265060240963856,0.9999999999999999,1.0,0.7228915662650602,0.8791208791208792,0.836734693877551,4.0
0.8764044943820224,0.49397590361445787,0.9999999999999999,1.0,0.5060240963855422,0.7912087912087913,0.6836734693877551,4.0
0.7528089887640449,0.9759036144578315,0.9999999999999999,1.0,0.855421686746988,0.5824175824175825,0.36734693877551017,5.0
0.8202247191011236,0.9759036144578315,0.9999999999999999,1.0,1.0,0.6263736263736265,0.2857142857142857,5.0
0.8426966292134831,0.8795180722891567,0.9999999999999999,1.0,0.963855421686747,0.6153846153846154,0.020408163265306124,5.0
0.8314606741573034,0.9036144578313253,0.9999999999999999,1.0,0.8674698795180723,0.5824175824175825,0.14285714285714282,5.0
0.7640449438202247,0.8795180722891567,0.9999999999999999,1.0,0.9759036144578315,0.4835164835164835,0.26530612244897955,5.0
0.06741573033707865,0.8795180722891567,0.0,1.0,0.8915662650602411,0.6373626373626374,0.520408163265306,5.0
0.7078651685393258,0.5542168674698795,0.9999999999999999,1.0,0.9156626506024097,0.4835164835164835,0.2755102040816326,5.0
0.797752808988764,0.819277108433735,0.9999999999999999,1.0,0.783132530120482,0.46153846153846156,0.3571428571428571,5.0
0.797752808988764,0.5180722891566265,0.0,1.0,0.5903614457831325,0.6373626373626374,0.020408163265306124,6.0
0.7640449438202247,0.5542168674698795,0.0,1.0,0.710843373493976,0.5934065934065935,0.2755102040816326,6.0
0.8202247191011236,0.9036144578313253,0.9999999999999999,1.0,0.6626506024096386,0.5494505494505495,0.3061224489795918,7.0
0.7528089887640449,0.04819277108433735,0.9999999999999999,1.0,0.5180722891566265,0.4835164835164835,0.32653061224489793,7.0
0.6404494382022472,0.674698795180723,0.9999999999999999,1.0,0.43373493975903615,0.5054945054945056,0.32653061224489793,7.0
0.797752808988764,0.819277108433735,0.9999999999999999,1.0,0.012048192771084335,0.5824175824175825,0.38775510204081626,7.0
0.7528089887640449,0.9397590361445783,0.9999999999999999,1.0,0.26506024096385544,0.45054945054945056,0.24489795918367346,7.0
0.7191011235955056,0.8313253012048193,0.9999999999999999,1.0,0.5542168674698795,0.45054945054945056,0.18367346938775508,7.0
0.3595505617977528,0.43373493975903615,0.9999999999999999,1.0,0.6024096385542169,0.2967032967032967,0.37755102040816324,7.0
0.7078651685393258,0.6506024096385542,0.9999999999999999,1.0,0.5542168674698795,0.06593406593406594,0.01020408163265306,7.0
0.797752808988764,1.0,0.9999999999999999,1.0,0.012048192771084335,0.5824175824175825,0.31632653061224486,7.0
0.7191011235955056,0.9759036144578315,0.9999999999999999,1.0,0.4096385542168675,0.4835164835164835,0.030612244897959183,7.0
0.8314606741573034,0.5301204819277109,0.9999999999999999,1.0,0.02409638554216867,0.6153846153846154,0.4183673469387755,7.0
0.8426966292134831,0.9759036144578315,0.9999999999999999,1.0,0.3855421686746988,0.5604395604395606,0.32653061224489793,7.0
0.7078651685393258,0.746987951807229,0.9999999999999999,1.0,0.43373493975903615,0.47252747252747257,0.346938775510204,7.0
0.7752808988764045,0.060240963855421686,0.9999999999999999,1.0,0.5180722891566265,0.6153846153846154,0.2551020408163265,7.0
0.7191011235955056,0.7590361445783133,0.9999999999999999,1.0,0.45783132530120485,0.4175824175824176,0.01020408163265306,7.0
0.7078651685393258,0.060240963855421686,0.9999999999999999,1.0,0.5180722891566265,0.32967032967032966,0.2857142857142857,7.0
0.7415730337078652,0.819277108433735,0.9999999999999999,1.0,0.45783132530120485,0.04395604395604396,0.346938775510204,7.0
0.696629213483146,0.9036144578313253,0.9999999999999999,1.0,0.5301204819277109,0.5274725274725276,0.5408163265306122,7.0
0.7191011235955056,0.9397590361445783,0.9999999999999999,1.0,0.4096385542168675,0.4175824175824176,0.43877551020408156,7.0
0.3258426966292135,0.43373493975903615,0.9999999999999999,1.0,0.5903614457831325,0.03296703296703297,0.47959183673469385,7.0
0.6292134831460674,0.6144578313253012,0.9999999999999999,1.0,0.4819277108433735,0.39560439560439564,0.020408163265306124,7.0
0.4831460674157303,0.674698795180723,0.9999999999999999,1.0,0.5903614457831325,0.5274725274725276,0.5612244897959183,7.0
0.6853932584269663,0.5060240963855422,0.9999999999999999,1.0,0.5421686746987953,0.37362637362637363,0.4081632653061224,0.0
0.4943820224719101,0.6385542168674699,0.9999999999999999,1.0,0.02409638554216867,0.4945054945054946,0.5408163265306122,0.0
0.2808988764044944,0.4096385542168675,0.9999999999999999,1.0,0.4819277108433735,0.27472527472527475,0.3571428571428571,0.0
0.2696629213483146,0.4819277108433735,0.9999999999999999,1.0,0.4096385542168675,0.2967032967032967,0.37755102040816324,0.0
