Compactness,Circularity,Distance_circularity,Radius_ratio,Praxis_aspect_ratio,Max_length_aspect_ratio,Scatter_ratio,Elongatedness,Praxis_rectangular,Length_rectangular,Major_variance,Minor_variance,Gyration_radius,Major_skewness,Minor_skewness,Minor_kurtosis,Major_kurtosis,Hollows_ratio,Class
0.38461538461538436,0.28,0.6176470588235294,0.14622641509433965,0.11627906976744184,0.1320754716981132,0.2364864864864865,0.5757575757575759,0.18181818181818188,0.35820895522388074,0.2499999999999999,0.1722428748451053,0.31612903225806444,0.16666666666666652,0.4090909090909091,0.34146341463414637,0.4642857142857144,0.5999999999999996,3.0
0.4358974358974359,0.28,0.588235294117647,0.23113207547169812,0.18604651162790697,0.1320754716981132,0.20270270270270274,0.6060606060606062,0.18181818181818188,0.35820895522388074,0.1858974358974358,0.14622057001239158,0.11612903225806448,0.030303030303030276,0.2727272727272727,0.24390243902439024,0.8214285714285712,0.8666666666666663,3.0
0.23076923076923062,0.3999999999999999,0.4117647058823528,0.44811320754716977,0.6511627906976744,0.9433962264150944,0.2364864864864865,0.5757575757575759,0.18181818181818188,0.3731343283582089,0.705128205128205,0.16604708798017348,0.5096774193548387,1.0,0.4090909090909091,0.2682926829268293,0.14285714285714235,0.06666666666666643,0.0
0.7948717948717949,0.9200000000000002,0.9411764705882353,0.2924528301886792,0.03488372093023262,0.07547169811320756,0.9527027027027027,0.0,1.0,0.7462686567164178,0.955128205128205,0.9491945477075587,0.9999999999999999,0.36363636363636354,0.2272727272727273,0.21951219512195122,0.17857142857142794,0.06666666666666643,0.0
0.5384615384615385,0.3599999999999999,0.4558823529411764,0.2971698113207547,0.2093023255813954,0.07547169811320756,0.2635135135135135,0.48484848484848486,0.18181818181818188,0.35820895522388074,0.28846153846153844,0.21065675340768275,0.40645161290322573,0.07575757575757569,0.5909090909090909,0.024390243902439025,0.8571428571428568,0.7666666666666666,0.0
0.3589743589743588,0.3599999999999999,0.3529411764705882,0.22169811320754718,0.2093023255813954,0.1320754716981132,0.15540540540540548,0.6666666666666667,0.09090909090909105,0.4029850746268657,0.19871794871794857,0.11152416356877326,0.3548387096774194,0.09090909090909083,0.13636363636363635,0.07317073170731708,0.6071428571428568,0.7000000000000002,3.0
0.4358974358974359,0.3999999999999999,0.8235294117647058,0.410377358490566,0.17441860465116277,0.16981132075471697,0.46621621621621634,0.303030303030303,0.4545454545454546,0.4029850746268657,0.4551282051282052,0.38909541511772,0.2774193548387096,0.045454545454545414,0.18181818181818182,0.34146341463414637,0.6785714285714279,0.7666666666666666,2.0
0.46153846153846145,0.5999999999999999,0.5441176470588236,0.4386792452830188,0.2790697674418605,0.056603773584905655,0.4054054054054054,0.3333333333333335,0.36363636363636376,0.5223880597014925,0.41666666666666663,0.33952912019826514,0.6258064516129033,0.15151515151515138,0.2727272727272727,0.04878048780487805,0.75,0.5999999999999996,0.0
0.512820512820513,0.8400000000000001,0.8970588235294117,0.4292452830188679,0.2093023255813954,0.1320754716981132,0.6081081081081082,0.18181818181818188,0.5454545454545454,0.7014925373134329,0.6153846153846153,0.5365551425030979,0.8838709677419355,0.19696969696969702,0.2727272727272727,0.04878048780487805,0.35714285714285676,0.43333333333333357,1.0
0.20512820512820507,0.11999999999999988,0.16176470588235292,0.05188679245283012,0.13953488372093026,0.056603773584905655,0.060810810810810856,0.8787878787878789,0.0,0.08955223880597019,0.0641025641025641,0.03717472118959109,0.1548387096774193,0.3181818181818181,0.3181818181818182,0.024390243902439025,0.10714285714285676,0.06666666666666643,3.0
0.46153846153846145,0.3599999999999999,0.32352941176470584,0.2971698113207547,0.2558139534883721,0.09433962264150944,0.2432432432432433,0.5151515151515151,0.18181818181818188,0.3432835820895521,0.2435897435897435,0.1895910780669145,0.43870967741935474,0.10606060606060597,0.4090909090909091,0.024390243902439025,0.8214285714285712,0.833333333333333,0.0
0.28205128205128216,0.19999999999999996,0.4117647058823528,0.17924528301886788,0.16279069767441867,0.09433962264150944,0.19594594594594594,0.6060606060606062,0.09090909090909105,0.25373134328358216,0.21153846153846156,0.14374225526641882,0.20645161290322578,0.1212121212121211,0.045454545454545456,0.04878048780487805,0.5714285714285712,0.5999999999999996,0.0
0.5897435897435896,0.76,0.9264705882352942,0.5141509433962264,0.2209302325581396,0.16981132075471697,0.6081081081081082,0.18181818181818188,0.5454545454545454,0.6865671641791042,0.5769230769230768,0.5353159851301115,0.7419354838709676,0.10606060606060597,0.0,0.14634146341463417,0.5357142857142856,0.666666666666667,2.0
0.23076923076923062,0.43999999999999995,0.5588235294117647,0.2075471698113207,0.19767441860465118,0.1320754716981132,0.22297297297297303,0.5757575757575759,0.18181818181818188,0.4328358208955225,0.2435897435897435,0.16480793060718713,0.4193548387096774,0.15151515151515138,0.045454545454545456,0.0975609756097561,0.42857142857142794,0.5999999999999996,3.0
0.7948717948717949,0.8,0.8235294117647058,0.4386792452830188,0.2093023255813954,0.16981132075471697,0.7027027027027027,0.1515151515151516,0.7272727272727275,0.716417910447761,0.6282051282051281,0.6257744733581165,0.6903225806451613,0.16666666666666652,0.045454545454545456,0.6829268292682927,0.39285714285714235,0.5999999999999996,2.0
0.33333333333333326,0.3599999999999999,0.6323529411764706,0.23584905660377353,0.19767441860465118,0.16981132075471697,0.2770270270270271,0.5151515151515151,0.18181818181818188,0.4776119402985075,0.2692307692307693,0.20446096654275092,0.4193548387096774,0.16666666666666652,0.2272727272727273,0.21951219512195122,0.3214285714285712,0.5,3.0
0.3076923076923077,0.31999999999999984,0.5147058823529411,0.19339622641509435,0.12790697674418605,0.11320754716981132,0.17567567567567577,0.6363636363636365,0.09090909090909105,0.3432835820895521,0.21794871794871795,0.12639405204460968,0.31612903225806444,0.045454545454545414,0.4545454545454546,0.2682926829268293,0.7857142857142856,0.7999999999999998,2.0
0.4358974358974359,0.040000000000000036,0.3529411764705882,0.2075471698113207,0.13953488372093026,0.07547169811320756,0.18918918918918926,0.6060606060606062,0.09090909090909105,0.13432835820895517,0.19871794871794857,0.14002478314745975,0.07096774193548383,0.045454545454545414,0.2272727272727273,0.3170731707317073,0.75,0.7000000000000002,1.0
0.6153846153846152,0.48,0.7058823529411764,0.2924528301886792,0.2325581395348837,0.1320754716981132,0.2905405405405407,0.5151515151515151,0.27272727272727293,0.4626865671641789,0.2499999999999999,0.21313506815365552,0.4838709677419354,0.09090909090909083,0.7727272727272727,0.17073170731707318,0.5714285714285712,0.6333333333333337,3.0
