Compactness,Circularity,Distance_circularity,Radius_ratio,Praxis_aspect_ratio,Max_length_aspect_ratio,Scatter_ratio,Elongatedness,Praxis_rectangular,Length_rectangular,Major_variance,Minor_variance,Gyration_radius,Major_skewness,Minor_skewness,Minor_kurtosis,Major_kurtosis,Hollows_ratio,Class
0.4285714285714286,0.5769230769230769,0.5972222222222221,0.33640552995391704,0.2823529411764706,0.1509433962264151,0.33333333333333337,0.4571428571428571,0.27272727272727293,0.5970149253731343,0.2967741935483871,0.23955773955773957,0.4832214765100671,0.15517241379310343,0.2727272727272727,0.3902439024390244,0.39285714285714235,0.5333333333333332,3.0
0.30952380952380953,0.3846153846153846,0.36111111111111105,0.23963133640552992,0.19999999999999996,0.1320754716981132,0.16666666666666674,0.6285714285714286,0.09090909090909105,0.4029850746268657,0.20645161290322578,0.11916461916461918,0.34899328859060397,0.10344827586206895,0.13636363636363635,0.07317073170731708,0.6071428571428568,0.7000000000000002,3.0
0.2142857142857142,0.038461538461538325,0.30555555555555547,0.16129032258064513,0.15294117647058825,0.09433962264150944,0.06666666666666665,0.7999999999999998,0.0,0.11940298507462677,0.07096774193548383,0.04791154791154795,0.0,0.051724137931034475,0.09090909090909091,0.34146341463414637,0.8571428571428568,0.9000000000000004,3.0
0.3809523809523807,0.42307692307692313,0.8055555555555554,0.42396313364055294,0.16470588235294115,0.16981132075471697,0.4733333333333333,0.2857142857142856,0.4545454545454546,0.4029850746268657,0.46451612903225803,0.3943488943488943,0.26845637583892623,0.051724137931034475,0.18181818181818182,0.34146341463414637,0.6785714285714279,0.7666666666666666,2.0
0.2857142857142858,0.34615384615384603,0.625,0.17972350230414746,0.11764705882352944,0.1509433962264151,0.2666666666666667,0.5142857142857142,0.18181818181818188,0.3731343283582089,0.2774193548387097,0.1977886977886978,0.3288590604026844,0.18965517241379315,0.36363636363636365,0.3170731707317073,0.39285714285714235,0.5333333333333332,3.0
0.4047619047619049,0.6153846153846154,0.5416666666666665,0.4516129032258064,0.2705882352941177,0.056603773584905655,0.41333333333333344,0.3142857142857143,0.36363636363636376,0.5223880597014925,0.4258064516129031,0.3452088452088452,0.6308724832214765,0.17241379310344818,0.2727272727272727,0.04878048780487805,0.75,0.5999999999999996,0.0
0.2857142857142858,0.1153846153846152,0.15277777777777768,0.018433179723502335,0.04705882352941182,0.07547169811320756,0.040000000000000036,0.8857142857142857,0.0,0.14925373134328357,0.04516129032258065,0.02702702702702703,0.08724832214765099,0.3275862068965518,0.09090909090909091,0.34146341463414637,0.17857142857142794,0.13333333333333375,3.0
0.16666666666666674,0.15384615384615374,0.18055555555555547,0.07373271889400923,0.12941176470588234,0.056603773584905655,0.07333333333333336,0.8285714285714285,0.0,0.08955223880597019,0.07096774193548383,0.04545454545454547,0.14093959731543615,0.3620689655172413,0.3181818181818182,0.024390243902439025,0.10714285714285676,0.06666666666666643,3.0
0.4047619047619049,0.3846153846153846,0.33333333333333326,0.31336405529953915,0.24705882352941178,0.09433962264150944,0.2533333333333333,0.48571428571428554,0.18181818181818188,0.3432835820895521,0.25161290322580643,0.19656019656019658,0.43624161073825496,0.1206896551724137,0.4090909090909091,0.024390243902439025,0.8214285714285712,0.833333333333333,0.0
0.19047619047619047,0.46153846153846145,0.5555555555555556,0.22580645161290325,0.18823529411764706,0.1320754716981132,0.2333333333333334,0.5428571428571427,0.18181818181818188,0.4328358208955225,0.25161290322580643,0.17199017199017202,0.4161073825503354,0.17241379310344818,0.045454545454545456,0.0975609756097561,0.42857142857142794,0.5999999999999996,3.0
