FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol,Quality
0.24778761061946908,0.39726027397260266,0.0,0.05555555555555555,0.10702341137123746,0.1492537313432836,0.0989399293286219,0.5846153846153896,0.606299212598425,0.11656441717791413,0.15384615384615397,2.0
0.5840707964601769,0.10958904109589043,0.56,0.05555555555555555,0.10535117056856187,0.23880597014925375,0.19081272084805656,0.6000000000000085,0.3307086614173227,0.12883435582822086,0.2153846153846155,3.0
0.2831858407079646,0.3150684931506849,0.02,0.06349206349206349,0.10200668896321069,0.11940298507462686,0.04240282685512367,0.5076923076923094,0.48818897637795233,0.12269938650306747,0.1692307692307693,4.0
0.34513274336283184,0.10958904109589043,0.56,0.047619047619047616,0.13377926421404684,0.5074626865671641,0.34275618374558303,0.5153846153846189,0.44094488188976344,0.23312883435582823,0.32307692307692304,4.0
0.2654867256637168,0.18493150684931509,0.31,0.08730158730158727,0.11705685618729096,0.3283582089552239,0.2296819787985866,0.6153846153846132,0.6141732283464565,0.1717791411042945,0.19999999999999996,2.0
0.2920353982300885,0.21232876712328763,0.21,0.031746031746031744,0.15719063545150502,0.13432835820895522,0.10954063604240281,0.49230769230770477,0.3385826771653542,0.3312883435582822,0.1692307692307693,2.0
0.2831858407079646,0.3595890410958904,0.0,0.06349206349206349,0.11705685618729096,0.1044776119402985,0.0353356890459364,0.4769230769230717,0.5039370078740153,0.1349693251533742,0.2153846153846155,3.0
0.32743362831858414,0.3664383561643836,0.12,0.08730158730158727,0.11872909698996657,0.20895522388059704,0.37809187279151946,0.49230769230770477,0.3385826771653542,0.1779141104294479,0.2153846153846155,2.0
0.23893805309734517,0.226027397260274,0.36,0.373015873015873,0.1036789297658863,0.16417910447761194,0.28621908127208484,0.5846153846153896,0.46456692913385833,0.28220858895705514,0.32307692307692304,2.0
0.23893805309734517,0.226027397260274,0.36,0.373015873015873,0.1036789297658863,0.16417910447761194,0.28621908127208484,0.5846153846153896,0.46456692913385833,0.28220858895705514,0.32307692307692304,2.0
0.3716814159292037,0.33561643835616434,0.3,0.12698412698412695,0.1270903010033445,0.23880597014925375,0.1413427561837456,0.5692307692307708,0.4094488188976375,0.08588957055214727,0.13846153846153864,1.0
0.3097345132743363,0.3698630136986301,0.22,0.07936507936507939,0.09531772575250837,0.11940298507462686,0.06007067137809187,0.5076923076923094,0.44094488188976344,0.50920245398773,0.2923076923076924,2.0
0.19469026548672563,0.3767123287671233,0.02,0.047619047619047616,0.06354515050167224,0.059701492537313425,0.0176678445229682,0.461538461538467,0.5826771653543306,0.09202453987730061,0.1692307692307693,2.0
0.36283185840707965,0.11643835616438356,0.52,0.031746031746031744,0.1688963210702341,0.16417910447761194,0.10954063604240281,0.5153846153846189,0.40157480314960603,0.12883435582822086,0.1692307692307693,2.0
0.15929203539823011,0.1917808219178082,0.23,0.031746031746031744,0.09030100334448161,0.059701492537313425,0.021201413427561835,0.43076923076922924,0.47244094488188937,0.11656441717791413,0.12307692307692308,2.0
0.17699115044247782,0.273972602739726,0.04,0.07936507936507939,0.09531772575250837,0.1044776119402985,0.03180212014134276,0.41538461538462457,0.5196850393700787,0.15950920245398773,0.15384615384615397,3.0
0.2654867256637168,0.2671232876712329,0.15,0.12698412698412695,0.16387959866220736,0.47761194029850745,0.23674911660777387,0.4076923076923151,0.3385826771653542,0.15950920245398773,0.2769230769230768,3.0
0.2743362831858408,0.3424657534246575,0.04,0.20634920634920634,0.12040133779264216,0.3582089552238806,0.13780918727915192,0.5846153846153896,0.47244094488188937,0.098159509202454,0.1692307692307693,2.0
0.23893805309734517,0.18493150684931509,0.31,0.09523809523809523,0.1036789297658863,0.11940298507462686,0.1413427561837456,0.461538461538467,0.5275590551181102,0.1042944785276074,0.15384615384615397,3.0
0.3716814159292037,0.1917808219178082,0.4,0.07936507936507939,0.11204013377926421,0.26865671641791045,0.1625441696113074,0.6000000000000085,0.5511811023622046,0.16564417177914112,0.12307692307692308,2.0
0.2743362831858408,0.39041095890410954,0.49,0.047619047619047616,0.17224080267558528,0.2835820895522388,0.3745583038869258,0.5076923076923094,0.3700787401574801,0.2085889570552147,0.13846153846153864,2.0
0.21238938053097345,0.4212328767123288,0.05,0.06349206349206349,0.11538461538461538,0.17910447761194032,0.16961130742049468,0.49230769230770477,0.5118110236220472,0.12269938650306747,0.2153846153846155,2.0
0.256637168141593,0.273972602739726,0.11,0.023809523809523808,0.11204013377926421,0.1492537313432836,0.11660777385159012,0.5076923076923094,0.5354330708661417,0.12883435582822086,0.18461538461538463,2.0
0.17699115044247782,0.40068493150684925,0.07,0.031746031746031744,0.10702341137123746,0.07462686567164178,0.03180212014134276,0.461538461538467,0.5511811023622046,0.12883435582822086,0.3538461538461537,2.0
0.4159292035398231,0.136986301369863,0.57,0.06349206349206349,0.1036789297658863,0.3880597014925373,0.20848056537102472,0.5153846153846189,0.4251968503937005,0.2576687116564418,0.3538461538461537,2.0
0.2743362831858408,0.39041095890410954,0.22,0.05555555555555555,0.12040133779264216,0.2537313432835821,0.31095406360424027,0.45384615384615756,0.44881889763779537,0.06748466257668714,0.1692307692307693,2.0
0.4513274336283185,0.136986301369863,0.54,0.10317460317460317,0.137123745819398,0.40298507462686567,0.27208480565371024,0.6307692307692321,0.4251968503937005,0.2760736196319018,0.18461538461538463,2.0
0.18584070796460184,0.43150684931506844,0.12,0.06349206349206349,0.1237458193979933,0.16417910447761194,0.26148409893992935,0.43076923076922924,0.5039370078740153,0.09202453987730061,0.2615384615384615,2.0
0.24778761061946908,0.2602739726027397,0.47,0.06349206349206349,0.1237458193979933,0.2985074626865672,0.23674911660777387,0.5230769230769283,0.48818897637795233,0.12269938650306747,0.10769230769230775,2.0
0.1504424778761062,0.1232876712328767,0.48,0.047619047619047616,0.09531772575250837,0.2537313432835821,0.19434628975265017,0.4384615384615387,0.5511811023622046,0.25153374233128833,0.2923076923076924,3.0
0.35398230088495575,0.25342465753424653,0.28,0.05555555555555555,0.16387959866220736,0.2835820895522388,0.45936395759717313,0.538461538461533,0.14960629921259816,0.9693251533742331,0.23076923076923084,3.0
0.2743362831858408,0.25342465753424653,0.26,0.05555555555555555,0.08361204013377926,0.11940298507462686,0.08833922261484099,0.49230769230770477,0.5118110236220472,0.16564417177914112,0.18461538461538463,2.0
0.21238938053097345,0.3424657534246575,0.08,0.047619047619047616,0.10702341137123746,0.1044776119402985,0.0636042402826855,0.5846153846153896,0.5826771653543306,0.098159509202454,0.0923076923076922,2.0
0.2920353982300885,0.273972602739726,0.26,0.05555555555555555,0.11204013377926421,0.6119402985074627,0.47349823321554774,0.4769230769230717,0.38582677165354307,0.1042944785276074,0.1692307692307693,2.0
0.35398230088495575,0.25342465753424653,0.29,0.06349206349206349,0.16387959866220736,0.26865671641791045,0.44876325088339225,0.538461538461533,0.14960629921259816,0.9877300613496933,0.2153846153846155,2.0
0.008849557522123963,0.3287671232876712,0.17,0.08730158730158727,0.07692307692307691,0.23880597014925375,0.35335689045936397,0.2307692307692406,0.8740157480314963,0.1411042944785276,0.6923076923076923,3.0
0.21238938053097345,0.2602739726027397,0.25,0.06349206349206349,0.09698996655518395,0.029850746268656712,0.05653710247349823,0.46923076923077645,0.40157480314960603,0.15950920245398773,0.12307692307692308,2.0
0.3097345132743363,0.2910958904109589,0.18,0.05555555555555555,0.11371237458193979,0.17910447761194032,0.10247349823321555,0.538461538461533,0.44094488188976344,0.1349693251533742,0.0923076923076922,3.0
0.2831858407079646,0.2602739726027397,0.3,0.05555555555555555,0.10535117056856187,0.1044776119402985,0.05653710247349823,0.4384615384615387,0.44881889763779537,0.11656441717791413,0.3076923076923077,3.0
0.23008849557522126,0.25342465753424653,0.24,0.07936507936507939,0.09698996655518395,0.059701492537313425,0.10600706713780918,0.4461538461538481,0.46456692913385833,0.06748466257668714,0.15384615384615397,2.0
0.1415929203539823,0.3493150684931507,0.31,0.03968253968253968,0.1270903010033445,0.20895522388059704,0.2049469964664311,0.5153846153846189,0.5669291338582676,0.2576687116564418,0.13846153846153864,2.0
0.3097345132743363,0.45547945205479456,0.52,0.06349206349206349,0.18394648829431437,0.5373134328358209,0.5194346289752649,0.5153846153846189,0.3700787401574801,0.19631901840490798,0.13846153846153864,2.0
0.2831858407079646,0.30136986301369867,0.19,0.047619047619047616,0.15384615384615385,0.16417910447761194,0.1448763250883392,0.4769230769230717,0.35433070866141714,0.34355828220858897,0.1692307692307693,2.0
0.33628318584070804,0.3424657534246575,0.09,0.07936507936507939,0.12040133779264216,0.1492537313432836,0.36042402826855124,0.4769230769230717,0.3228346456692912,0.1779141104294479,0.2153846153846155,2.0
0.33628318584070804,0.3287671232876712,0.1,0.07936507936507939,0.12207357859531774,0.19402985074626866,0.3710247349823322,0.4769230769230717,0.3228346456692912,0.1779141104294479,0.2153846153846155,2.0
0.2831858407079646,0.30136986301369867,0.19,0.047619047619047616,0.15384615384615385,0.16417910447761194,0.1448763250883392,0.4769230769230717,0.35433070866141714,0.34355828220858897,0.1692307692307693,2.0
0.32743362831858414,0.2876712328767123,0.28,0.05555555555555555,0.10869565217391304,0.1492537313432836,0.12014134275618375,0.5846153846153896,0.5118110236220472,0.147239263803681,0.24615384615384617,3.0
0.2831858407079646,0.30136986301369867,0.12,0.06349206349206349,0.11705685618729096,0.08955223880597014,0.07773851590106007,0.5230769230769283,0.49606299212598426,0.07975460122699388,0.15384615384615397,3.0
0.21238938053097345,0.39041095890410954,0.08,0.047619047619047616,0.1421404682274247,0.31343283582089554,0.2932862190812721,0.4384615384615387,0.47244094488188937,0.1042944785276074,0.12307692307692308,3.0
0.23893805309734517,0.6506849315068494,0.09,0.03968253968253968,0.2775919732441472,0.13432835820895522,0.2932862190812721,0.461538461538467,0.44094488188976344,0.12269938650306747,0.0923076923076922,2.0
0.2831858407079646,0.2602739726027397,0.17,0.031746031746031744,0.11705685618729096,0.2985074626865672,0.3392226148409894,0.4461538461538481,0.5118110236220472,0.06748466257668714,0.1692307692307693,2.0
0.3893805309734514,0.3424657534246575,0.04,0.05555555555555555,0.2240802675585284,0.3880597014925373,0.2968197879858657,0.6307692307692321,0.3307086614173227,0.20245398773006132,0.15384615384615397,2.0
0.1327433628318584,0.1780821917808219,0.15,0.047619047619047616,0.10033444816053513,0.07462686567164178,0.04593639575971732,0.4076923076923151,0.5354330708661417,0.12269938650306747,0.15384615384615397,2.0
0.1504424778761062,0.18493150684931509,0.08,0.03968253968253968,0.09030100334448161,0.029850746268656712,0.04946996466431096,0.4000000000000057,0.47244094488188937,0.12883435582822086,0.15384615384615397,2.0
