height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
0.021505376344086023,0.011235955056179777,0.0003446339221893189,0.004921623239524972,0.44492440604751626,0.8957575757575758,0.02706815958256332,0.00035604927721996724,0.0005605773947165581,0.0004288164665523156,0.0
0.043010752688172046,0.06741573033707865,0.0041483712856121725,0.01463940954859431,0.4946004319654428,0.8945454545454545,0.007935645178823785,0.006052837712739442,0.0069137878681708835,0.02315608919382504,0.0
0.005376344086021506,0.031835205992509365,0.000357398141529664,0.03216440300674259,0.6403887688984883,0.6290909090909091,0.08323368482081385,0.0006052837712739443,0.00039707565459089537,0.0,1.0
0.053763440860215055,0.18352059925093633,0.013798121106913102,0.03216440300674259,0.16846652267818576,0.5163636363636364,0.004022176323513425,0.008651997436445203,0.015088874874454022,0.04974271012006861,0.0
0.048387096774193554,0.020599250936329586,0.0014295925661186562,0.004204707982492929,0.3164146868250541,1.0,0.0023915643004674414,0.0013173823257138788,0.0026160278420106044,0.01072041166380789,0.0
0.01075268817204301,0.24531835205992508,0.004952517104053916,0.15762457298735003,0.4654427645788337,0.4642424242424241,0.06873935572707178,0.006871751050345367,0.004975124378109453,0.0038593481989708405,1.0
0.043010752688172046,0.06554307116104868,0.004033493311549066,0.014241521580941524,0.5032397408207344,0.913939393939394,0.006667391383121354,0.00598162785729545,0.006843715693831314,0.025728987993138934,0.0
0.03763440860215054,0.0749063670411985,0.0040845501889104465,0.018274169901746764,0.3120950323974082,0.9296969696969697,0.00217414936406131,0.003987751904863633,0.0070305748254034985,0.03087478559176672,0.0
0.12903225806451615,0.13108614232209737,0.02255437557438987,0.010083413090155677,0.17278617710583155,0.6945454545454546,0.004312062905388266,0.01456241543829666,0.030831756709410695,0.0797598627787307,0.0
0.059139784946236555,0.013108614232209739,0.0011232513019503727,0.002294128822502536,0.13390928725701945,1.0,0.003913468855310359,0.0004272591326639607,0.0020554504472940463,0.003430531732418525,0.0
0.0,0.0149812734082397,1.2764219340345137e-05,0.03216440300674259,0.7602591792656589,1.0,0.021632786172410042,0.0,2.3357391446523254e-05,0.0,0.0
0.053763440860215055,0.3857677902621723,0.02896201368324313,0.06735777297444555,0.20950323974082075,0.6642424242424242,0.0029351016414827695,0.021469771416364025,0.038282764580851614,0.14193825042881647,0.0
0.048387096774193554,0.14606741573033707,0.009981619524149903,0.028221369093066356,0.3358531317494601,0.8545454545454545,0.003985940500779069,0.010574663533433027,0.016046527923761475,0.060891938250428816,0.0
0.048387096774193554,0.018726591760299626,0.0013019503727152047,0.0038462503539769084,0.3228941684665227,1.0,0.001992970250389535,0.0012105675425478886,0.0023824539275453718,0.01072041166380789,0.0
0.03763440860215054,0.04868913857677903,0.00265495762279179,0.012001161402716391,0.15550755939524838,0.7927272727272727,0.004022176323513425,0.001424197108879869,0.003994113937355477,0.009005145797598627,0.0
0.043010752688172046,0.06741573033707865,0.0041483712856121725,0.01463940954859431,0.5010799136069114,0.8799999999999999,0.006413740623980866,0.006124047568183437,0.006820358302384789,0.027015437392795882,0.0
0.059139784946236555,0.18726591760299624,0.015368120085775554,0.030074595032494184,0.23542116630669546,0.7478787878787879,0.003478638982498097,0.012354909919532862,0.02223623665709014,0.07590051457975987,0.0
0.048387096774193554,0.16104868913857678,0.011002757071377513,0.031089030121194523,0.2915766738660907,0.8799999999999999,0.0044932420190600415,0.010396638894823044,0.018125335762502047,0.056174957118353346,0.0
0.048387096774193554,0.08614232209737828,0.005897069335239456,0.016750724980553675,0.2829373650107992,0.5490909090909091,0.004457006196325686,0.005376344086021506,0.006703571345152174,0.029588336192109776,0.0
0.043010752688172046,0.06741573033707865,0.0041483712856121725,0.01463940954859431,0.34125269978401734,0.7709090909090909,0.0036235822734355166,0.0043794061098055975,0.006119636558989092,0.027015437392795882,0.0
0.059139784946236555,0.15730337078651685,0.012917389972429286,0.02529277026809046,0.2494600431965443,0.7915151515151515,0.0032974598688263208,0.010823898027487004,0.019550136640739964,0.06818181818181819,0.0
0.043010752688172046,0.011235955056179777,0.000702032063718983,0.00269201679015532,0.24622030237580994,0.5187878787878788,0.0031525165778889,0.0004272591326639607,0.0007007217433956976,0.0038593481989708405,0.0
0.048387096774193554,0.15730337078651685,0.010747472684570611,0.030372114864162483,0.2699784017278618,0.6060606060606061,0.004420770373591332,0.009542120629495122,0.01322028355873216,0.051886792452830184,0.0
0.03225806451612903,0.011235955056179777,0.0005233329929541508,0.0034877927254608867,0.27321814254859617,0.8763636363636365,0.004565713664528752,0.0003204443494979705,0.0008408660920748371,0.0025728987993138934,0.0
0.043010752688172046,0.06928838951310862,0.004263249259675278,0.01503729751624709,0.39956803455723544,0.8763636363636365,0.00608761821937167,0.005162714519689525,0.006983860042510453,0.023584905660377357,0.0
0.043010752688172046,0.03932584269662922,0.002425201674665577,0.008663920881232233,0.2634989200863931,0.8896969696969697,0.005036779360075369,0.0019938759524318166,0.004017471328801999,0.01072041166380789,0.0
0.059139784946236555,0.21722846441947566,0.01781885019912182,0.03485283522061275,0.19114470842332615,0.5575757575757576,0.0030075732869514803,0.012319304991810866,0.020624576647280034,0.08104631217838766,0.0
0.043010752688172046,0.0749063670411985,0.004607883181864597,0.016234545995490603,0.32397408207343414,0.8133333333333332,0.0037322897416385836,0.004664245531581571,0.007100646999743068,0.02830188679245283,0.0
0.0,0.06741573033707865,0.00037016236087000917,0.13253253899122855,0.7958963282937366,1.0,0.018009203898974525,0.0008189133376059247,0.0006773643519491744,0.0017152658662092624,1.0
0.0,0.08426966292134831,0.0004850403349331154,0.16479372555767044,0.17818574514038876,1.0,0.0012682537957024306,0.0001424197108879869,0.0008875808749678835,0.003001715265866209,1.0
0.03763440860215054,0.09925093632958801,0.005412029000306341,0.02409910636513211,0.2980561555075594,0.863030303030303,0.0025727434141392174,0.005127109591967528,0.00875902179244622,0.03687821612349914,0.0
0.048387096774193554,0.03370786516853933,0.002323087919942816,0.006713911382105078,0.3120950323974082,0.8024242424242425,0.00518172265101279,0.002207505518763797,0.0035269661084250115,0.01157804459691252,0.0
0.0,0.2752808988764045,0.0017869907076483202,0.5304205066440122,0.9557235421166309,1.0,0.16777185926006447,0.004806665242469558,0.0032700348025132557,0.0008576329331046311,1.0
0.06451612903225808,0.15730337078651685,0.014002348616358623,0.023339176192678144,0.27321814254859617,0.5551515151515152,0.006268797333043445,0.01260414441358684,0.01616331488099409,0.05574614065180103,0.0
0.07526881720430109,0.09925093632958801,0.010236903910956805,0.012807691066877439,0.2688984881209503,0.623030303030303,0.005145486828278437,0.009079256569109165,0.01284656529558779,0.045454545454545456,0.0
0.026881720430107524,0.050561797752808994,0.002042275094455223,0.016632433963143387,0.35745140388768903,0.7624242424242424,0.0029351016414827695,0.0021719005910418,0.0029663887137084534,0.01543739279588336,0.0
0.03225806451612903,0.3258426966292135,0.015534054937200042,0.08951762356930598,0.28401727861771064,0.989090909090909,0.0030438091096858357,0.01445560065513067,0.028169014084507046,0.09433962264150944,0.0
0.043010752688172046,0.19850187265917602,0.012189829470029613,0.042520243894570445,0.3250539956803456,0.8315151515151515,0.0032974598688263208,0.01260414441358684,0.01917641837759559,0.0793310463121784,0.0
0.12365591397849462,0.21722846441947566,0.0357398141529664,0.017378025830456712,0.2948164146868251,0.6715151515151516,0.006703627205855708,0.034465570034892826,0.047649078550907435,0.14451114922813035,0.0
0.053763440860215055,0.06928838951310862,0.005233329929541509,0.012287927505529208,0.2742980561555075,0.8206060606060606,0.0033699315142950315,0.004628640603859573,0.008128372223390091,0.029588336192109776,0.0
0.026881720430107524,0.07116104868913857,0.0028847135709180022,0.02320296229384206,0.2473002159827214,0.6836363636363637,0.001992970250389535,0.0022787153742077904,0.003853969588676337,0.018867924528301886,0.0
0.053763440860215055,0.04119850187265918,0.00312723373838456,0.007398565452570678,0.36825053995680346,0.8278787878787879,0.00895024821538573,0.003489282916755679,0.00488169481232336,0.012435677530017153,0.0
0.026881720430107524,0.18726591760299624,0.007633003165526397,0.060242389048402525,0.3444924406047516,0.6993939393939393,0.0034424031597637414,0.008224738303781244,0.010464111368042418,0.05102915951972556,0.0
0.043010752688172046,0.06367041198501873,0.00391861533748596,0.01384363361328874,0.214902807775378,0.5806060606060607,0.0022466210095300207,0.0028127892900377412,0.004624763506411604,0.021869639794168096,0.0
0.043010752688172046,0.03745318352059925,0.002310323700602471,0.00826603291357945,0.24622030237580994,0.5321212121212121,0.0031525165778889,0.0017802463860998362,0.0025225982762245116,0.012435677530017153,0.0
0.03225806451612903,0.02247191011235955,0.001059430205248647,0.006559774601843189,0.08639308855291575,0.3745454545454545,0.003514874805232452,0.00024923449405397707,0.0008408660920748371,0.0025728987993138934,4.0
0.03763440860215054,0.050561797752808994,0.002757071377514551,0.012449233438361417,0.24298056155507558,0.9624242424242426,0.0020654418958582456,0.0021362956633198035,0.00488169481232336,0.017581475128644938,0.0
0.03225806451612903,0.016853932584269662,0.000791381599101399,0.005025575951794619,0.22894168466522685,0.8618181818181816,0.0028626299960140588,0.0004628640603859574,0.0012612991381122556,0.004288164665523156,0.0
0.03763440860215054,0.04494382022471911,0.0024507301133462676,0.011105017331426338,0.22246220302375813,0.7878787878787878,0.0020654418958582456,0.0017446414583778395,0.003667110457104151,0.01457975986277873,0.0
0.03763440860215054,0.5074906367041199,0.02767282752986827,0.1217788101357479,0.13282937365010797,0.5503030303030303,0.0012682537957024306,0.01498967457096062,0.03178940975871815,0.1325042881646655,0.0
0.048387096774193554,0.4868913857677903,0.03321249872357806,0.09346065748298223,0.11771058315334773,0.4121212121212121,0.001666847845780338,0.01673431602933846,0.031182117581108542,0.13722126929674097,0.0
0.03763440860215054,0.04494382022471911,0.0024507301133462676,0.011105017331426338,0.17926565874730022,0.8909090909090909,0.0015219045548429174,0.0014598020366018657,0.0040641861116950465,0.0137221269296741,0.0
0.026881720430107524,0.0299625468164794,0.0011998366179924436,0.010058321056159556,0.18466522678185743,0.5127272727272727,0.0019204986049208249,0.000640888698995941,0.0012379417466657325,0.006432246998284734,0.0
0.021505376344086023,0.013108614232209739,0.00040845501889104455,0.005638538496557015,0.37904967602591794,1.0,0.0031162807551545447,0.00035604927721996724,0.0007474365262887441,0.003430531732418525,0.0
0.021505376344086023,0.07865168539325842,0.0026421934034514447,0.030730572492678503,0.1717062634989201,0.7575757575757576,0.0011595463274993662,0.0015310118920458591,0.0038306121972298134,0.01543739279588336,0.0
0.016129032258064516,0.031835205992509365,0.0008169100377820892,0.01603380972352163,0.2796976241900648,0.5963636363636364,0.002464035945936152,0.0006052837712739443,0.0009342956578609301,0.005574614065180103,0.0
0.026881720430107524,0.03370786516853933,0.0013530072500765853,0.011255569535403066,0.1943844492440605,0.9466666666666665,0.0004710656955466165,0.0007833084098839279,0.0023590965360988487,0.010291595197255574,0.0
0.03763440860215054,0.028089887640449437,0.0015317063208414173,0.0070723690106211,0.18142548596112312,0.5175757575757576,0.0032974598688263208,0.0008545182653279214,0.0016116600098101046,0.006432246998284734,0.0
0.021505376344086023,0.013108614232209739,0.00040845501889104455,0.005638538496557015,0.5680345572354212,0.9696969696969697,0.0041671196144508465,0.0006052837712739443,0.0007240791348422208,0.004288164665523156,0.0
0.03225806451612903,0.07865168539325842,0.003739916266721127,0.02192326856003986,0.18574514038876894,0.9357575757575758,0.0010508388592963,0.0023855301573737805,0.006469997430686941,0.023584905660377357,0.0
0.03225806451612903,0.018726591760299626,0.000880731134483815,0.005534585784287368,0.2991360691144709,0.9527272727272726,0.0011595463274993662,0.0007120985544399345,0.0015415878354705348,0.008147512864493996,0.0
0.03225806451612903,0.05617977528089888,0.002667721842132135,0.015779304807275255,0.21814254859611237,0.7430303030303029,0.0007971881001558141,0.0018870611692658264,0.0038072548057832907,0.02015437392795883,0.0
0.03225806451612903,0.024344569288389514,0.001148779740631063,0.0070723690106211,0.3282937365010799,1.0,0.003333695691560676,0.0010681478316599017,0.002102165230187093,0.007718696397941681,0.0
0.043010752688172046,0.0898876404494382,0.005526906974369448,0.019417649736712873,0.15982721382289417,0.6206060606060607,0.000869659745624524,0.003240048422701702,0.006890430476724359,0.032590051457975985,0.0
0.021505376344086023,0.009363295880149813,0.0002808128254875932,0.004204707982492929,0.24406047516198703,1.0,0.002790158350545349,7.120985544399345e-05,0.0005138626118235116,0.0017152658662092624,0.0
0.03763440860215054,0.009363295880149813,0.0005105687736138057,0.002591648654170834,0.2580993520518359,0.7733333333333332,0.0030800449324201893,0.0002848394217759738,0.0007240791348422208,0.003001715265866209,0.0
0.03225806451612903,0.04868913857677903,0.002310323700602471,0.013728927172163613,0.0053995680345572256,0.0,0.005326665941950212,0.0002848394217759738,0.0005839347861630814,0.0021440823327615777,0.0
0.03225806451612903,0.08052434456928839,0.003829265802103543,0.022435862968817773,0.15550755939524838,0.6775757575757577,0.0008334239228901686,0.0021362956633198035,0.005091911335342069,0.022298456260720412,0.0
0.03225806451612903,0.026217228464419474,0.001238129276013479,0.007584963419399011,0.16738660907127428,0.8618181818181816,0.0020654418958582456,0.0006052837712739443,0.0019853782729544766,0.006003430531732419,0.0
0.021505376344086023,0.03370786516853933,0.0011104870826100276,0.01352460632390948,0.3974082073434126,0.9236363636363638,0.0017030836685146935,0.0012461724702698854,0.0018919487071683834,0.01157804459691252,0.0
0.03225806451612903,0.024344569288389514,0.001148779740631063,0.0070723690106211,0.1511879049676026,0.7406060606060605,0.00028988658187484133,0.0004984689881079541,0.0016116600098101046,0.007718696397941681,0.0
0.03225806451612903,0.011235955056179777,0.0005233329929541508,0.0034877927254608867,0.27321814254859617,1.0,0.0010870746820306554,0.0003204443494979705,0.0009576530493074535,0.0047169811320754715,0.0
0.03225806451612903,0.04307116104868914,0.002042275094455223,0.012194728522115042,0.18358531317494603,0.7260606060606061,0.0015581403775772728,0.0012105675425478886,0.002849601756475837,0.01157804459691252,0.0
0.03225806451612903,0.07303370786516854,0.003471867660573879,0.020385485333706127,0.25593952483801297,0.926060606060606,0.0014494329093742066,0.002848394217759738,0.00595613481886343,0.025728987993138934,0.0
0.03225806451612903,0.08426966292134831,0.004007964872868376,0.023457467210088435,0.3023758099352052,0.9927272727272729,0.0015581403775772728,0.0038097272662536495,0.007287506131315255,0.0330188679245283,0.0
0.03225806451612903,0.028089887640449437,0.0013274788113958951,0.00809755782817692,0.19978401727861772,1.0,0.003768525564372938,0.0007833084098839279,0.0024291687104384184,0.005574614065180103,0.0
0.03225806451612903,0.018726591760299626,0.000880731134483815,0.005534585784287368,0.24298056155507558,0.5745454545454546,0.0026814508823422827,0.0005696788435519476,0.0009810104407539768,0.005145797598627788,0.0
0.03225806451612903,0.03370786516853933,0.001595527417543143,0.00963175647822549,0.28509719222462204,0.7903030303030303,0.0023190926549987306,0.0013529872534358755,0.0023824539275453718,0.011149228130360206,0.0
0.043010752688172046,0.0749063670411985,0.004607883181864597,0.016234545995490603,0.20410367170626353,0.6884848484848485,0.0013769612639054967,0.003204443494979705,0.006213066124775185,0.02915951972555746,0.0
0.043010752688172046,0.04681647940074907,0.0028847135709180022,0.010259057328128526,0.23434125269978406,0.7515151515151516,0.0025727434141392174,0.0021719005910418,0.004157615677481139,0.016295025728987993,0.0
0.026881720430107524,0.03370786516853933,0.0013530072500765853,0.011255569535403066,0.2321814254859611,0.7442424242424243,0.0012682537957024306,0.0009257281207719148,0.001915306098614907,0.009862778730703257,0.0
0.043010752688172046,0.08801498127340823,0.005412029000306341,0.019019761769060086,0.1976241900647948,0.6824242424242424,0.0013769612639054967,0.0037029124830876598,0.007264148739868732,0.03344768439108062,0.0
0.043010752688172046,0.04494382022471911,0.0027698355968548962,0.009861169360475744,0.18898488120950324,0.8921212121212121,0.0017393194912490488,0.0017446414583778395,0.0046014061149650815,0.01543739279588336,0.0
0.043010752688172046,0.10112359550561797,0.0062161748187480855,0.021808562118914736,0.19546436285097196,0.6327272727272728,0.0012682537957024306,0.004236986398917611,0.007871440917478337,0.038593481989708404,0.0
0.043010752688172046,0.07677902621722846,0.004722761155927704,0.016632433963143387,0.17386609071274295,0.5187878787878788,0.001232017972968076,0.0029196040732037314,0.0051386261182351164,0.0274442538593482,0.0
0.03225806451612903,0.04119850187265918,0.0019529255590728072,0.011682134113337132,0.4028077753779698,1.0,0.003333695691560676,0.002314320301929787,0.0035736808913180576,0.01543739279588336,0.0
0.03763440860215054,0.03370786516853933,0.0018380475850097008,0.008416585117556179,0.3326133909287257,0.6654545454545455,0.0032612240460919654,0.001815851313821833,0.0023824539275453718,0.012435677530017153,0.0
0.026881720430107524,0.011235955056179777,0.0004339834575717349,0.004086416965082643,0.48596112311015127,1.0,0.003514874805232452,0.0005340739158299509,0.0007941513091817907,0.004288164665523156,0.0
0.03763440860215054,0.020599250936329586,0.0011232513019503727,0.005280080868040994,0.3585313174946005,0.8606060606060606,0.004130883791716489,0.0011393576871038952,0.0017985191413822906,0.007289879931389366,0.0
0.026881720430107524,0.013108614232209739,0.0005105687736138057,0.004681456628419238,0.5053995680345573,0.9248484848484848,0.003514874805232452,0.0006764936267179378,0.0008642234835213604,0.005145797598627788,0.0
0.03763440860215054,0.06554307116104868,0.00357398141529664,0.01603380972352163,0.4146868250539957,0.949090909090909,0.0037322897416385836,0.00445061596524959,0.006259780907668232,0.027015437392795882,0.0
